ancillary_id,trial_id,drug_regime,mandatory_yn,mandatory_ancillary1,manadatory_and_or,mandatory_ancillary2,mandatory_ancillary3,mandatory_ancillary4,mandatory_ancillary5,mandatory_ancillary6,min_oad_number,optional_yn,optional_ancillary1,optional_and_or,optional_ancillary2,optional_ancillary3,optional_ancillary4,optional_ancillary5,optional_ancillary6,optional_ancillary7,any_oad_exceptions,max_oad_number,notes,mandatory_and_or2,ancillary_notes
anc0216,UMIN000030158,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,sglt2i,1,optional single oad except sglt2i (no insulin or glp1a allowed),NA,NA
ana148,NCT01087502,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0228,NCT02655757,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other oads discontinued, insulin allowed",NA,NA
ana61,NCT00620282,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0195,NCT02925559,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,optional metformin,NA,NA
anc0196,NCT03202563,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,optional metformin,NA,NA
anc0197,UMIN000013356,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,optional metformin,NA,NA
anc0200,UMIN000030343,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,optional metformin monotherapy,NA,NA
ana107,NCT00859898,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana133,NCT01023581,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana145,NCT01076088,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana174,NCT01183013,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana188,NCT01289119,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana234,NCT01708902,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana236,NCT01719003,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana248,NCT01809327,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana255,NCT01890122,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana28,NCT00327015,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana296,NCT02273050,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana38,NCT00395512,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana67,NCT00643851,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana87,NCT00722371,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana9,NCT00103857,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana95,NCT00798161,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
anc0016,NCT00101803,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
anc0038,NCT00382096,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana222,NCT01644500,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i|tzd,NA,oad had to be less than 50%max dose,NA,NA
ana119,NCT00960076,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,comparator arm is mf at higher dose,NA,NA
ana131,NCT01006590,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,comparator arm is mf at higher dose,NA,NA
ana204,NCT01438814,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,comparator arm is mf at higher dose,NA,NA
anc0042,NCT00396357,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,extra metformin in comaprator arm,NA,NA
anc0180,NCT00975065,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metformin 1500mg in both arms, extra mf in mf arm",NA,NA
ana238,NCT01730534,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,sglt2i,NA,at discretion of investigator,NA,NA
anc0186,JapicCTI-111543,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,sglt2i,2,optional 1 or 2 oads excpet sglt2i,NA,NA
anc0187,UMIN000017607,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,sglt2i,NA,optional antidiabetics except sglt2i,NA,NA
anc0188,UMIN000021658,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,sglt2i| dpp4i,NA,optional any except dpp4i or sglt2i,NA,NA
anc0191,NCT03050229,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,sglt2i|su,NA,"optional any except sglt2i, su or insulin",NA,NA
anc0192,NCT01847144,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i|su|glinide,NA,"optional any excpet  insulin, GLP-1 agonists, DPP-IV inhibitors, glinides. SU washout prior to rand",NA,NA
anc0206,UMIN000019022,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i,NA,optional oad except dpp4i,NA,NA
anc0207,UMIN000004490,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i,NA,optional oads except dpp4i (insulin and glp1ra not allowed),NA,NA
anc0208,UMIN000005311,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i,NA,optional oads except dpp4i (insulin and glp1ra not allowed),NA,NA
anc0209,UMIN000005627,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i,NA,optional oads except dpp4i (insulin and glp1ra not allowed),NA,NA
anc0210,UMIN000005681,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i,NA,optional oads except dpp4i (insulin and glp1ra not allowed),NA,NA
anc0211,UMIN000014738,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,sglt2i|dpp4i,NA,optional oads except dpp4i and sglt2i(insulin and glp1ra not allowed),NA,NA
anc0212,NCT01755572,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i,NA,"optional oads except dppi, no insulin or glp1ra allowed",NA,NA
anc0215,UMIN000025102,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,sglt2i,NA,"optional oral antidiabetics except sglt2i, no insulin",NA,NA
anc0224,UMIN000019253,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,sglt2i,3,optional up to 3 oads excpet sglt2i,NA,NA
anc0182,NCT00425490,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i|tzd,2,NA,NA,NA
anc0065,NCT01257451,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i,NA,no GLP1a or insulin allowed at baseline,NA,NA
anc0072,UMINR000006517,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,any except metformin or insulin,NA,NA
anc0226,NCT01076842,triple+,y,any_oad,NA,NA,NA,NA,NA,NA,2,y,any_oad,NA,NA,NA,NA,NA,NA,NA,NA,NA,two or more oads,NA,NA
ana218,NCT01619059,triple+,y,metformin,and,dapagliflozin,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0109,NCT03007329,triple+,y,metformin,and,dapagliflozin,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand dapagliflozin and metformin,NA,NA
anc0139,NCT02304081,triple+,y,metformin,and,dapagliflozin,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin and dapagliflozin,NA,NA
anc0140,UMIN000026161,triple+,y,metformin,and,dpp4i_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin and dpp4i,NA,NA
ana109,NCT00870194,triple+,y,metformin,and,exenatide,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0141,ChiCTR-TRC-13003858,triple+,y,metformin,and,gliclazide,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin and gliclazide,NA,NA
anc0142,NCT03125694,triple+,y,metformin,and,gliclazide,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin and gliclazide,NA,NA
ana102,NCT00839527,triple+,y,metformin,and,glimepiride,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana233,NCT01704261,triple+,y,metformin,and,glimepiride,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0143,NCT01990469,triple+,y,metformin,and,glimepiride,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin and glimepiride,NA,NA
anc0144,NCT02567994,triple+,y,metformin,and,glimepiride,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin and glimepiride,NA,NA
anc0145,NCT02607410,triple+,y,metformin,and,glyburide,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin and glyburide,NA,NA
anc0067,NCT01341717,triple+,y,metformin,and,insulin_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0114,NCT01757587,triple+,y,metformin,and,insulin_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand insulin and metformin,NA,NA
anc0183,UMIN000013689,triple+,y,metformin,and,insulin_basal,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana120,NCT00960661,triple+,y,metformin,and,insulin_basal,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana197,NCT01388361,triple+,y,metformin,and,insulin_basal,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana198,NCT01392573,triple+,y,metformin,and,insulin_basal,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana252,NCT01871558,triple+,y,metformin,and,insulin_basal,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana330,NCT02738879,triple+,y,metformin,and,insulin_basal,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana73,NCT00667732,triple+,y,metformin,and,insulin_basal,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0117,NCT02752412,triple+,y,metformin,and,insulin_basal,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand insulin glargine and metformin, all else washed out",NA,NA
ana261,NCT01966978,triple+,y,metformin,and,insulin_bolus,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana240,NCT01734785,triple+,y,metformin,and,linagliptin,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana128,NCT00996658,triple+,y,metformin,and,pioglitazone,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana155,NCT01106690,triple+,y,metformin,and,pioglitazone,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana43,NCT00432276,triple+,y,metformin,and,pioglitazone,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0047,NCT00744367,triple+,y,metformin,and,pioglitazone,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana31,NCT00350779,triple+,y,metformin,and,rosiglitazone,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0032,NCT00333151,triple+,y,metformin,and,rosiglitazone,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana223,NCT01646320,triple+,y,metformin,and,saxagliptin,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana271,NCT02025907,triple+,y,metformin,and,sitagliptin,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana273,NCT02036515,triple+,y,metformin,and,sitagliptin,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0146,NCT02452632,triple+,y,metformin,and,sitagliptin,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin and sitagliptin,NA,NA
anc0031,NCT00331851,triple+,y,metformin,and,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0063,NCT01233622,triple+,y,metformin,and,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana1,NCT00082381,triple+,y,metformin,and,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana143,NCT01075282,triple+,y,metformin,and,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana144,NCT01076075,triple+,y,metformin,and,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana152,NCT01106625,triple+,y,metformin,and,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana159,NCT01128153,triple+,y,metformin,and,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana163,NCT01137812,triple+,y,metformin,and,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana179,NCT01195090,triple+,y,metformin,and,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana199,NCT01392677,triple+,y,metformin,and,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana2,NCT00082407,triple+,y,metformin,and,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana57,NCT00602472,triple+,y,metformin,and,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0002,NCT00035984,triple+,y,metformin,and,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana33,NCT00360334,triple+,y,metformin,and,sulphonylurea_any,tzd_any,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
ana124,NCT00975286,triple+,y,metformin,and,insulin_basal,NA,NA,NA,NA,NA,y,tzd_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0227,NCT00770081,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unclear,NA,NA
anc0229,NCT03011177,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unclear,NA,NA
ana93,NCT00765817,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,metformin,or,pioglitazone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana227,NCT01676116,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sulphonylurea_any,and_or,pioglitazone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana125,NCT00976391,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,pioglitazone,alpha_any,NA,NA,NA,NA,su|glinides|dpp4i,3,NA,NA,NA
anc0066,NCT01316094,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,y,sulphonylurea_any,or,pioglitazone,alpha_any,NA,NA,NA,NA,NA,NA,any one of optionals allowed,NA,NA
anc0201,UMIN000003479,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,or,pioglitazone,NA,NA,NA,NA,NA,NA,NA,optional metformin or pioglitazone,NA,NA
anc0219,UMIN000010871,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,y,sulphonylurea_any,or,pioglitazone,NA,NA,NA,NA,NA,NA,NA,optional su or pioglitazone,NA,NA
anc0222,UMIN000020984,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,or,sulphonylurea_any,alpha_any,NA,NA,NA,NA,NA,NA,"optional sulfonylureas, metformin, or an ?-glucosidase 
inhibitor",NA,NA
anc0223,UMIN000021552,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,or,sulphonylurea_any,alpha_any,NA,NA,NA,NA,NA,NA,"optional sulfonylureas, metformin, or an ?-glucosidase 
inhibitor",NA,NA
anc0204,UMIN000014422,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,sulphonylurea_any,dpp4i_any,NA,NA,NA,NA,NA,NA,"optional metformin, su, dpp4i",NA,NA
anc0220,UMIN000003951,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,or,sulphonylurea_any,pioglitazone,NA,NA,NA,NA,NA,NA,"optional su, tzd or metformin",NA,NA
anc0221,UMIN000003784,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,sulphonylurea_any,tzd_any,NA,NA,NA,NA,NA,NA,"optional su, tzd,metformin",NA,NA
anc0205,UMIN000010451,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,sulphonylurea_any,tzd_any,alpha_any,NA,NA,NA,NA,NA,"optional metformin, su, tzds, alpha glucosidase inhibitors",NA,NA
anc0069,NCT01455857,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,sulphonylurea_any,pioglitazone,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0214,UMIN000003503,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,or,sulphonylurea_any,tzd_any,NA,NA,NA,NA,NA,1,"optional one of su, metformin, tzd",NA,NA
anc0044,NCT00616811,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,insulin_any,and_or,sulphonylurea_any,tzd_any,glinide_any,NA,NA,NA,NA,NA,any one or combo of optionals allowed,NA,NA
ana246,NCT01792518,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,sulphonylurea_any,insulin_any,NA,NA,NA,NA,NA,2,any mono or dual therapy combo,NA,NA
ana111,NCT00877890,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,sulphonylurea_any,tzd_any,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0001,NCT01392898,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,or,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana18,NCT00286494,dual|triple+,y,pioglitazone,NA,NA,NA,NA,NA,NA,NA,y,metformin,or,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana354,NCT03086330,dual|triple+,y,sglt2i_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,or,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0128,NCT02459353,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,"mand insulin, optional metformin and/or su",NA,NA
anc0199,UMIN000004721,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,optional metformin and/or su,NA,NA
ana286,NCT02182830,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,sulphonylurea_any,dpp4i_any,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana186,NCT01243424,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,sulphonylurea_any,alpha_any,glinide_any,NA,NA,NA,dpp4i|tzd,NA,"allowed to be on mf, su, alpha or glinide or combo thereof, no dpp4, glp1a, tzd or insulin allowed",NA,NA
ana196,NCT01387737,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,or,sulphonylurea_any,dpp4i_any,tzd_any,glinide_any,alpha_any,NA,NA,NA,NA,NA,NA
ana96,NCT00800683,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,insulin_basal,and_or,sulphonylurea_any,pioglitazone,glinide_any,NA,NA,NA,NA,NA,NA,NA,NA
ana229,NCT01697592,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,sulphonylurea_any,tzd_any,glinide_any,alpha_any,NA,NA,NA,2,any mono or dual therapy combo,NA,NA
ana303,NCT02360774,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,or,sulphonylurea_any,insulin_any,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana69,NCT00655863,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,or,sulphonylurea_any,glinide_any,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana219,NCT01620489,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,sulphonylurea_any,insulin_any,pioglitazone,NA,NA,NA,NA,2,any mono or dual therapy combo,NA,NA
ana225,NCT01652716,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,sulphonylurea_any,insulin_any,pioglitazone,NA,NA,NA,NA,2,any mono or dual therapy combo,NA,NA
ana151,NCT01098539,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,sulphonylurea_any,tzd_any,NA,NA,NA,NA,NA,3,"could be on any of the three or combo, mf washed out if egfr less than 60",NA,NA
ana187,NCT01272232,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,sulphonylurea_any,tzd_any,NA,NA,NA,NA,NA,NA,"allowed to be on mf, su, tzd as mono or in combo",NA,NA
ana24,NCT00308139,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,sulphonylurea_any,tzd_any,NA,NA,NA,NA,NA,2,NA,NA,NA
ana307,NCT02455076,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,sulphonylurea_any,insulin_any,dpp4i_any,tzd_any,NA,NA,NA,NA,any combination,NA,NA
ana23,NCT00306384,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,sulphonylurea_any,insulin_any,tzd_any,NA,NA,NA,NA,NA,NA,NA,NA
ana366,NCT03552757,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,sulphonylurea_any,sglt2i_any,tzd_any,NA,NA,NA,NA,3,NA,NA,NA
ana118,NCT00954447,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,metformin,or,tzd_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
