trial_id,arm_id_unq,arm_id_subgroup,arm_id,ctgov_group_code,arm_label,drug_name,drug_dose,drug_unit,drug_freq,drug2_name,drug2_dose,drug2_unit,drug2_freq,result_group_id,design_group_id,note,n_rand,subgroup_name,subgroup_name2,source
NCT02501161,unq_updaa10021,NA,updaa0020|updaa0021,BG000|EG000|OG000|FG000,liraglutide_degludec,liraglutide,0.36,mg,od,insulin_degludec,10,units,id,NA,NA,combo injection 10 dose steps to start|combo injection 10 dose steps to start,NA,NA,NA,NA
NCT02501161,unq_updaa10022,NA,updaa0023,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02501616,updab0020,NA,updab0020,NA,dapagliflozin,dapagliflozin,10,mg,od,NA,NA,NA,NA,NA,NA,"crossover, first 8 weeks only",NA,NA,NA,NA
NCT02501616,updab0021,NA,updab0021,NA,metformin,metformin,500,mg,bd,NA,NA,NA,NA,NA,NA,"crossover, first 8 weeks only| allowed uptitration to toal of 2000mg/d",NA,NA,NA,NA
NCT02505334,uaa11150,NA,aa1826,BG001|EG001|FG001|OG001,liraglutide,liraglutide,0.9,milligram,od,NA,NA,NA,NA,10020809|10020812|10020814|10020816,NA,NA,NA,NA,NA,NA
NCT02505334,uaa11151,NA,aa1824|aa1825,BG000|EG000|OG000|FG000,liraglutide,liraglutide,1.8,milligram,od,NA,NA,NA,NA,10020808|10020813|10020815|10020811,NA,standardised uptitration to this dose|standardised uptitration to this dose,NA,NA,NA,NA
NCT02505334,uaa11152,NA,aa1827,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,10020810,NA,NA,NA,NA,NA,NA
NCT02512068,uaa11153,NA,aa1828,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,10021691|10021694|10021696|10021698,NA,NA,NA,NA,NA,NA
NCT02512068,uaa11154,NA,aa1829,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,10021692,NA,NA,NA,NA,NA,NA
NCT02512068,uaa11155,NA,aa1830,BG000|EG000|FG000|OG000,trelagliptin,trelagliptin,25,milligram,od,NA,NA,NA,NA,10021690|10021693|10021695|10021697,NA,NA,NA,NA,NA,NA
NCT02532855,uaa11156,NA,aa1831,BG001|EG001|FG001|OG001,dapagliflozin,dapagliflozin,5,milligram,od,NA,NA,NA,NA,10024547|10024550|10024552|10024554,NA,NA,NA,NA,NA,NA
NCT02532855,uaa11157,NA,aa1832,BG000|EG000|FG000|OG000,sitagliptin,sitagliptin,100,milligram,od,NA,NA,NA,NA,10024546|10024549|10024551|10024553,NA,NA,NA,NA,NA,NA
NCT02532855,uaa11158,NA,aa1833,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,10024548,NA,NA,NA,NA,NA,NA
NCT02551874,unq_updaa10023,NA,updaa0024|updaa0025,BG000|EG000|OG000|FG000,dapagliflozin_saxagliptin,dapagliflozin,10,mg,od,saxagliptin,5,mg,od,NA,NA,NA|NA,NA,NA,NA,NA
NCT02551874,unq_updaa10024,NA,updaa0026|updaa0027,BG001|EG001|OG001|FG001,insulin_glargine,insulin_glargine,as per bm,units,od,NA,NA,NA,NA,NA,NA,NA|NA,NA,NA,NA,NA
NCT02551874,unq_updaa10025,NA,updaa0028,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02564926,uaa11159,NA,aa1835,BG000|EG000|FG000|OG000,dapagliflozin,dapagliflozin,5,milligram,od,NA,NA,NA,NA,10029172|10029175|10029177|10029179,NA,NA,NA,NA,NA,NA
NCT02564926,uaa11160,NA,aa1834,BG001|EG001|FG001|OG001,glimepiride,glimepiride,1,milligram,od,NA,NA,NA,NA,10029173|10029176|10029178|10029180,NA,allowed to uptitrate to 2mg,NA,NA,NA,NA
NCT02564926,uaa11161,NA,aa1836,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,10029174,NA,NA,NA,NA,NA,NA
NCT02567994,ab0246,NA,ab0246,NA,sitagliptin,sitagliptin,100,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02567994,ab0247,NA,ab0247,NA,teneligliptin,teneligliptin,20,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02577003,uaa11162,NA,aa1837,BG000|EG000|FG000|OG000,ipragliflozin,ipragliflozin,50,milligram,od,NA,NA,NA,NA,10030821|10030824|10030826|10030828,NA,NA,NA,NA,NA,NA
NCT02577003,uaa11163,NA,aa1838,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,10030822|10030825|10030827|10030829,NA,NA,NA,NA,NA,NA
NCT02577003,uaa11164,NA,aa1839,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,10030823,NA,NA,NA,NA,NA,NA
NCT02577016,uaa11165,NA,aa1840,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,10030831|10030834|10030836|10030838,NA,NA,NA,NA,NA,NA
NCT02577016,uaa11166,NA,aa1841,BG000|EG000|FG000|OG000,sitagliptin,sitagliptin,50,milligram,od,NA,NA,NA,NA,10030830|10030833|10030835|10030837,NA,NA,NA,NA,NA,NA
NCT02577016,uaa11167,NA,aa1842,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,10030832,NA,NA,NA,NA,NA,NA
NCT02589626,uaa11168,NA,aa1843,BG000|EG000|FG000|OG000,empagliflozin,empagliflozin,10,milligram,od,NA,NA,NA,NA,10032332|10032335|10032337|10032339,NA,NA,NA,NA,NA,NA
NCT02589626,uaa11169,NA,aa1844|aa1845,BG001|FG001|OG001|EG001,empagliflozin,empagliflozin,25,milligram,od,NA,NA,NA,NA,10032333|10032336|10032338|10032340,NA,NA|NA,NA,NA,NA,NA
NCT02589626,uaa11170,NA,aa1846,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,10032334,NA,NA,NA,NA,NA,NA
NCT02589639,uaa11171,NA,aa1847,BG000|EG001|FG001|OG001,empagliflozin,empagliflozin,10,milligram,od,NA,NA,NA,NA,10032341|10032346|10032349|10032352,NA,NA,NA,NA,NA,NA
NCT02589639,uaa11172,NA,aa1848,BG001|EG002|FG002|OG002,empagliflozin,empagliflozin,25,milligram,od,NA,NA,NA,NA,10032342|10032347|10032350|10032353,NA,NA,NA,NA,NA,NA
NCT02589639,uaa11173,NA,aa1849,BG002|EG000|FG000|OG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,10032343|10032345|10032348|10032351,NA,NA,NA,NA,NA,NA
NCT02589639,uaa11174,NA,aa1850,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,10032344,NA,NA,NA,NA,NA,NA
NCT02597049,uaa11175,NA,aa1851|aa1852,BG001|EG001|FG001|OG001,dulaglutide,dulaglutide,0.75,milligram,weekly,NA,NA,NA,NA,10033357|10033361|10033367|10033364,NA,NA|NA,NA,NA,NA,NA
NCT02597049,uaa11176,NA,aa1853|aa1854,OG000|BG000|EG000|FG000,dulaglutide,dulaglutide,1.5,milligram,weekly,NA,NA,NA,NA,10033363|10033356|10033360|10033366,NA,NA|NA,NA,NA,NA,NA
NCT02597049,uaa11177,NA,aa1855,BG002|EG002|FG002|OG002,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,10033358|10033362|10033365|10033368,NA,NA,NA,NA,NA,NA
NCT02597049,uaa11178,NA,aa1856,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,10033359,NA,NA,NA,NA,NA,NA
NCT02607306,uaa11179,NA,aa1859,BG001|EG001|FG001|OG001,insulin_degludec,insulin degludec,as per bm,units,od,NA,NA,NA,NA,10034575|10034579|10034582|10034586,NA,NA,NA,NA,NA,NA
NCT02607306,uaa11180,NA,aa1857,BG000|EG000|FG000|OG000,liraglutide_insulin_degludec,liraglutide,as per bm,milligram,od,insulin_degludec,as per bm,od,NA,10034574|10034578|10034581|10034585,NA,max 50 steps ( 1.8mg/50 units),NA,NA,NA,NA
NCT02607306,uaa11181,NA,aa1858,BG002|EG002|FG002|OG001|OG002,liraglutide,liraglutide,1.8,milligram,od,NA,NA,NA,NA,10034576|10034580|10034583|10034584|10034587,NA,standardised uptitration to this dose,NA,NA,NA,NA
NCT02607306,uaa11182,NA,aa1860,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,10034577,NA,NA,NA,NA,NA,NA
NCT02607410,ab0248,NA,ab0248,NA,insulin_nph,insulin_nph,as per bm,units,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02607410,ab0249,NA,ab0249,NA,sitagliptin,sitagliptin,100,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02607865,uaa11183,NA,aa1862,BG002|EG002|FG002|OG002,semaglutide,semaglutide,14,milligram,od,NA,NA,NA,NA,10034621|10034626|10034630|10034634,NA,standardised uptitration to this dose | oral route,NA,NA,NA,NA
NCT02607865,uaa11184,NA,aa1861,BG000|EG000|FG000|OG000,semaglutide,semaglutide,3,milligram,od,NA,NA,NA,NA,10034619|10034624|10034628|10034632,NA,oral route,NA,NA,NA,NA
NCT02607865,uaa11185,NA,aa1863,BG001|EG001|FG001|OG001,semaglutide,semaglutide,7,milligram,od,NA,NA,NA,NA,10034620|10034625|10034629|10034633,NA,standardised uptitration to this dose | oral route,NA,NA,NA,NA
NCT02607865,uaa11186,NA,aa1864,BG003|EG003|FG003|OG003,sitagliptin,sitagliptin,100,milligram,od,NA,NA,NA,NA,10034622|10034627|10034631|10034635,NA,NA,NA,NA,NA,NA
NCT02607865,uaa11187,NA,aa1865,BG004,total,NA,NA,NA,NA,NA,NA,NA,NA,10034623,NA,NA,NA,NA,NA,NA
NCT02613897,unq_updaa10026,NA,updaa0029|updaa0031,EG001|FG001|OG001|BG001,dapagliflozin,dapagliflozin,10,mg,od,NA,NA,NA,NA,NA,NA,NA|NA,NA,NA,NA,NA
NCT02613897,unq_updaa10027,NA,updaa0030|updaa0032,EG000|FG000|OG000|BG000,dapagliflozin_saxagliptin,dapagliflozin,10,mg,od,saxagliptin,5,mg,od,NA,NA,NA|NA,NA,NA,NA,NA
NCT02613897,unq_updaa10028,NA,updaa0033|updaa0034|updaa0035,EG002|FG002|OG002|OG002|BG002,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA|NA|NA,NA,NA,NA,NA
NCT02613897,unq_updaa10029,NA,updaa0036,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02630706,uaa11188,NA,aa1867,BG001|EG001|FG001|OG001,ertugliflozin,ertugliflozin,15,milligram,od,NA,NA,NA,NA,10037019|10037023|10037026|10037029,NA,NA,NA,NA,NA,NA
NCT02630706,uaa11189,NA,aa1866,BG000|EG000|FG000|OG000,ertugliflozin,ertugliflozin,5,milligram,od,NA,NA,NA,NA,10037018|10037022|10037025|10037028,NA,NA,NA,NA,NA,NA
NCT02630706,uaa11190,NA,aa1868,BG002|EG002|FG002|OG002,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,10037020|10037024|10037027|10037030,NA,NA,NA,NA,NA,NA
NCT02630706,uaa11191,NA,aa1869,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,10037021,NA,NA,NA,NA,NA,NA
NCT02648204,uaa11192,NA,aa1874,BG002|EG002|FG002|OG002,dulaglutide,dulaglutide,0.75,milligram,weekly,NA,NA,NA,NA,10039199|10039204|10039208|10039212,NA,NA,NA,NA,NA,NA
NCT02648204,uaa11193,NA,aa1875,BG003|EG003|FG003|OG003,dulaglutide,dulaglutide,1.5,milligram,weekly,NA,NA,NA,NA,10039200|10039205|10039209|10039213,NA,NA,NA,NA,NA,NA
NCT02648204,uaa11194,NA,aa1872|aa1873,BG000|EG000|OG000|FG000,semaglutide,semaglutide,0.5,milligram,weekly,NA,NA,NA,NA,10039197|10039206|10039210|10039202,NA,standardised uptitration to this dose|standardised uptitration to this dose,NA,NA,NA,NA
NCT02648204,uaa11195,NA,aa1870|aa1871,FG001|BG001|EG001|OG001,semaglutide,semaglutide,1,milligram,weekly,NA,NA,NA,NA,10039203|10039198|10039207|10039211,NA,standardised uptitration to this dose|standardised uptitration to this dose,NA,NA,NA,NA
NCT02648204,uaa11196,NA,aa1876,BG004,total,NA,NA,NA,NA,NA,NA,NA,NA,10039201,NA,NA,NA,NA,NA,NA
NCT02649465,updab0022,NA,updab0022,NA,tofogliflozin,tofogliflozin,20,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02649465,updab0023,NA,updab0023,NA,glimepiride,glimepiride,0.5,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02653209,updac0045,NA,updac0045,NA,sitagliptin,sitagliptin,100,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02653209,updac0046,NA,updac0046,NA,canagliflozin,canagliflozin,100,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02653209,updac0047,NA,updac0047,NA,pioglitazone,pioglitazone,30,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02653209,updac0247,NA,NA,NA,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02655757,ab0250,NA,ab0250,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02655757,ab0251,NA,ab0251,NA,sitagliptin,sitagliptin,100,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02655770,updab0024,NA,updab0024,NA,liraglutide,liraglutide,1.2,mg,od,NA,NA,NA,NA,NA,NA,allowed to uptitrate to 1.8mg,NA,NA,NA,NA
NCT02655770,updab0025,NA,updab0025,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02660047,ab0252,NA,ab0252,NA,liraglutide,liraglutide,1.8,mg,od,NA,NA,NA,NA,NA,NA,standardised uptitration,NA,NA,NA,NA
NCT02660047,ab0253,NA,ab0253,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02681094,uaa11197,NA,aa1877,BG001|EG001|FG001|OG001,dapagliflozin,dapagliflozin,5,milligram,od,NA,NA,NA,NA,10043013|10043017|10043020|10043024,NA,NA,NA,NA,NA,NA
NCT02681094,uaa11198,NA,aa1878,BG000|EG000|FG000|OG000,dapagliflozin_saxagliptin,dapagliflozin,5,milligram,od,saxagliptin,5,milligram,od,10043012|10043016|10043019|10043023,NA,NA,NA,NA,NA,NA
NCT02681094,uaa11199,NA,aa1879,BG002|EG002|FG002|OG001|OG002,saxagliptin,saxagliptin,5,milligram,od,NA,NA,NA,NA,10043014|10043018|10043021|10043022|10043025,NA,NA,NA,NA,NA,NA
NCT02681094,uaa11200,NA,aa1880,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,10043015,NA,NA,NA,NA,NA,NA
NCT02682563,uaa11201,NA,aa1882,BG000|EG000|FG000|OG000,dapagliflozin,dapagliflozin,10,milligram,od,NA,NA,NA,NA,10043139|10043142|10043144|10043146,NA,NA,NA,NA,NA,NA
NCT02682563,uaa11202,NA,aa1881,BG001|EG001|FG001|OG001,gliclazide,gliclazide,30,milligram,od,NA,NA,NA,NA,10043140|10043143|10043145|10043147,NA,MR prep,NA,NA,NA,NA
NCT02682563,uaa11203,NA,aa1883,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,10043141,NA,NA,NA,NA,NA,NA
NCT02683746,uaa11204,NA,aa1884|aa1885|aa1886|aa1887,EG000|BG000|FG000|OG000|BG001|FG001|OG001|EG001,albiglutide,albiglutide,30,milligram,weekly,NA,NA,NA,NA,10043290|10043283|10043286|10043288|10043284|10043287|10043289|10043291,NA,different preparation|different preparation|different preparation|different preparation,NA,NA,NA,NA
NCT02683746,uaa11205,NA,aa1888,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,10043285,NA,NA,NA,NA,NA,NA
NCT02690883,updab0026,NA,updab0026,NA,insulin_lispro,insulin_lispro,as per bm,units,tid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02690883,updab0027,NA,updab0027,NA,exenatide,exenatide,10,microgram,bd,NA,NA,NA,NA,NA,NA,standardised uptitration to this dose,NA,NA,NA,NA
NCT02692716,uaa11206,NA,aa1890,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,10044538|10044541|10044543|10044545,NA,NA,NA,NA,NA,NA
NCT02692716,uaa11207,NA,aa1889,BG000|EG000|FG000|OG000,semaglutide,semaglutide,14,milligram,od,NA,NA,NA,NA,10044537|10044540|10044542|10044544,NA,standardised uptitration to this dose,NA,NA,NA,NA
NCT02692716,uaa11208,NA,aa1891,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,10044539,NA,NA,NA,NA,NA,NA
NCT02715258,uaa11209,NA,aa1892|aa1893,EG000|BG000|FG000|OG000,bexagliflozin,bexagliflozin,20,milligram,od,NA,NA,NA,NA,10047820|10047813|10047816|10047818,NA,NA|NA,NA,NA,NA,NA
NCT02715258,uaa11210,NA,aa1894|aa1895,EG001|BG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,10047821|10047814|10047817|10047819,NA,NA|NA,NA,NA,NA,NA
NCT02715258,uaa11211,NA,aa1896,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,10047815,NA,NA,NA,NA,NA,NA
NCT02730377,uaa11212,NA,aa1898,BG000|EG000|FG000|OG000,liraglutide,liraglutide,1.8,milligram,od,NA,NA,NA,NA,10049294|10049297|10049299|10049301,NA,NA,NA,NA,NA,NA
NCT02730377,uaa11213,NA,aa1897,BG001|EG001|FG001|OG001,other_oad,oad,NA,NA,NA,NA,NA,NA,NA,10049295|10049298|10049300|10049302,NA,"alpha-glucosidase inhibitors, dipeptidyl peptidase-4 (DPP-4) inhibitors, meglitinides, sodium-glucose co-transporter-2 (SGLT-2) inhibitors, sulfonylureas or thiazolidinediones",NA,NA,NA,NA
NCT02730377,uaa11214,NA,aa1899,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,10049296,NA,NA,NA,NA,NA,NA
NCT02738879,uaa11215,NA,aa1900|aa1901,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,10050334|10050337|10050339|10050341,NA,NA|NA,NA,NA,NA,NA
NCT02738879,uaa11216,NA,aa1902,BG000|EG000|FG000|OG000,sitagliptin,sitagliptin,100,milligram,od,NA,NA,NA,NA,10050333|10050336|10050338|10050340,NA,NA,NA,NA,NA,NA
NCT02738879,uaa11217,NA,aa1903,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,10050335,NA,NA,NA,NA,NA,NA
NCT02750410,uaa11218,NA,aa1904|aa1905|aa1906|aa1907|aa1908,OG001|BG001|FG001|EG001|EG003,dulaglutide,dulaglutide,0.75,milligram,weekly,NA,NA,NA,NA,10051500|10051495|10051498|10051504|10051506,NA,NA|NA|NA|NA|NA,NA,NA,NA,NA
NCT02750410,uaa11219,NA,aa1909|aa1910|aa1911|aa1912|aa1913|aa1914|aa1915,OG001|OG000|OG000|BG000|FG000|EG002|EG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,10051502|10051499|10051501|10051494|10051497|10051505|10051503,NA,NA|NA|NA|NA|NA|NA|NA,NA,NA,NA,NA
NCT02750410,uaa11220,NA,aa1916,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,10051496,NA,NA,NA,NA,NA,NA
NCT02751398,updab0028,NA,updab0028,NA,dapagliflozin,dapagliflozin,10,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02751398,updab0029,NA,updab0029,NA,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02752113,updab0030,NA,updab0030,NA,empagliflozin_linagliptin,empagliflozin,10,mg,od,linagliptin,5,mg,od,NA,NA,empa can be uptitrated to 25mg as needed,NA,NA,NA,NA
NCT02752113,updab0031,NA,updab0031,NA,metformin_insulin_glargine,metformin,850,mg,bd,insulin_glargine,as per bm,units,od,NA,NA,metformin can be uptitrated to 1000mg bd as needed,NA,NA,NA,NA
NCT02752412,ab0254,NA,ab0254,NA,lixisenatide,lixisenatide,5,microgram,od,NA,NA,NA,NA,NA,NA,given in fixed dose iGlarLixi with mand insulin glargine in 1 unit:1microgram combo. Titrated as per bms,NA,NA,NA,NA
NCT02752412,ab0255,NA,ab0255,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02752828,ab0256,NA,ab0256,NA,lixisenatide,lixisenatide,5,microgram,od,NA,NA,NA,NA,NA,NA,given in fixed dose iGlarLixi with mand insulin glargine in 1 unit:1microgram combo. Titrated as per bms,NA,NA,NA,NA
NCT02752828,ab0257,NA,ab0257,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02769481,uaa11221,NA,aa1918,BG000|EG000|FG000|OG000,bexagliflozin,bexagliflozin,20,milligram,od,NA,NA,NA,NA,10053860|10053863|10053865|10053867,NA,NA,NA,NA,NA,NA
NCT02769481,uaa11222,NA,aa1917,BG001|EG001|FG001|OG001,glimepiride,glimepiride,2,milligram,od,NA,NA,NA,NA,10053861|10053864|10053866|10053868,NA,allowed uptitration to 6mg,NA,NA,NA,NA
NCT02769481,uaa11223,NA,aa1919,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,10053862,NA,NA,NA,NA,NA,NA
NCT02773368,unq_updaa10030,NA,updaa0038,BG001|EG001|FG001|OG001,insulin_glargine,insulin_glargine,as per bm,units,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02773368,unq_updaa10031,NA,updaa0037,BG000|EG000|FG000|OG000,liraglutide_degludec,liraglutide,0.36,mg,od,insulin_degludec,10,units,id,NA,NA,combo injection 10 dose steps to start,NA,NA,NA,NA
NCT02773368,unq_updaa10032,NA,updaa0039,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02787551,unq_updaa10033,NA,updaa0042|updaa0043|updaa0044,FG001|EG001|BG001|OG001,glp1a_any,liraglutide|exenatide|albiglutide|dulaglutide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA|NA|NA,NA,NA,NA,NA
NCT02787551,unq_updaa10034,NA,updaa0040|updaa0041|updaa0045|updaa0046|updaa0047|updaa0048,EG000|EG002|FG000|BG000|OG000|OG000|OG000,lixisenatide_glargine,lixisenatide,5,microgram,od,insulin_glargine,10,units,od,NA,NA,combo injection 10 dose steps to start|combo injection 10 dose steps to start|combo injection 10 dose steps to start|combo injection 10 dose steps to start|combo injection 10 dose steps to start|combo injection 10 dose steps to start,NA,NA,NA,NA
NCT02787551,unq_updaa10035,NA,updaa0049,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02791490,uaa11224,NA,aa1920,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,10056212|10056215|10056217|10056219,NA,NA,NA,NA,NA,NA
NCT02791490,uaa11225,NA,aa1921|aa1922,FG000|BG000|EG000|OG000,sitagliptin,sitagliptin,100,milligram,od,NA,NA,NA,NA,10056214|10056211|10056216|10056218,NA,NA|NA,NA,NA,NA,NA
NCT02791490,uaa11226,NA,aa1923,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,10056213,NA,NA,NA,NA,NA,NA
NCT02794792,ab0258,NA,ab0258,NA,ipragliflozin,ipragliflozin,50,mg,od,NA,NA,NA,NA,NA,NA,period 1 to 12 weeks only,NA,NA,NA,NA
NCT02794792,ab0259,NA,ab0259,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,period 1 to 12 weeks only,NA,NA,NA,NA
NCT02798744,updab0032,NA,updab0032,NA,ignore_diet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drop arms that also have restrictive diet component,NA,NA,NA,NA
NCT02798744,updab0033,NA,updab0033,NA,empagliflozin,empagliflozin,25,mg,od,NA,NA,NA,NA,NA,NA,drop arms that also have restrictive diet component,NA,NA,NA,NA
NCT02798744,updab0034,NA,updab0034,NA,ignore_diet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drop arms that also have restrictive diet component,NA,NA,NA,NA
NCT02798744,updab0035,NA,updab0035,NA,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drop arms that also have restrictive diet component,NA,NA,NA,NA
NCT02827708,uaa11227,NA,aa1925,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,10059343|10059346|10059348|10059350,NA,NA,NA,NA,NA,NA
NCT02827708,uaa11228,NA,aa1924,BG000|EG000|FG000|OG000,semaglutide,semaglutide,14,milligram,od,NA,NA,NA,NA,10059342|10059345|10059347|10059349,NA,standardised uptitration to this dose,NA,NA,NA,NA
NCT02827708,uaa11229,NA,aa1926,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,10059344,NA,NA,NA,NA,NA,NA
NCT02831361,ab0260,NA,ab0260,NA,gemigliptin,gemigliptin,50,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02831361,ab0261,NA,ab0261,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02836873,uaa11230,NA,aa1927,BG000|EG000|FG000|OG000,bexagliflozin,bexagliflozin,20,milligram,od,NA,NA,NA,NA,10059987|10059990|10059992|10059994,NA,NA,NA,NA,NA,NA
NCT02836873,uaa11231,NA,aa1928,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,10059988|10059991|10059993|10059995,NA,NA,NA,NA,NA,NA
NCT02836873,uaa11232,NA,aa1929,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,10059989,NA,NA,NA,NA,NA,NA
NCT02849080,uaa11233,NA,aa1933|aa1934|aa1935|aa1936,BG000|FG000|EG000|OG000|EG002|OG000|EG003|FG002|OG000,semaglutide,semaglutide,14,milligram,od,NA,NA,NA,NA,10060804|10060807|10060811|10060816|10060815|10060818|10060809|10060813|10060819,NA,phase a up to 52 weeks only| standardised uptitration to this dose |oral route|phase a up to 52 weeks only| standardised uptitration to this dose |oral route|phase a up to 52 weeks only| standardised uptitration to this dose |oral route|phase a up to 52 weeks only| standardised uptitration to this dose |oral route,NA,NA,NA,NA
NCT02849080,uaa11234,NA,aa1930|aa1931|aa1932,BG001|EG001|FG001|OG001|EG004|FG003|OG001,sitagliptin,sitagliptin,100,milligram,od,NA,NA,NA,NA,10060805|10060808|10060812|10060817|10060810|10060814|10060820,NA,phase a up to 52 weeks only|phase a up to 52 weeks only|phase a up to 52 weeks only,NA,NA,NA,NA
NCT02849080,uaa11235,NA,aa1937,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,10060806,NA,NA,NA,NA,NA,NA
NCT02851745,updab0036,NA,updab0036,NA,linagliptin,linagliptin,5,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02851745,updab0037,NA,updab0037,NA,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02853630,ab0262,NA,ab0262,NA,metformin,metformin,500,mg,bd,NA,NA,NA,NA,NA,NA,can uptitrate to 2500mg daily,NA,NA,NA,NA
