nct_id,title,description,outcome_id,units,variable,chosen_outcome,unit_harmonised,id,result_group_id,ctgov_group_code
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c ≤ 6.5%,The proportion of subjects achieving pre-defined HbA1c targets ≤ 6.5% after 26 weeks of randomised treatment. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025262,Participants,hba1c,1,participant proportion,153671229,40931144,OG000
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c ≤ 6.5%,The proportion of subjects achieving pre-defined HbA1c targets ≤ 6.5% after 26 weeks of randomised treatment. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025262,Participants,hba1c,1,participant proportion,153671230,40931145,OG001
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c ≤ 6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes During the Last 12 Weeks of Treatment,The proportion of subjects achieving pre-defined HbA1c targets ≤ 6.5%without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes during the last 12 weeks of treatment. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025264,Particpants,hba1c,1,participant proportion,153671235,40931144,OG000
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c ≤ 6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes During the Last 12 Weeks of Treatment,The proportion of subjects achieving pre-defined HbA1c targets ≤ 6.5%without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes during the last 12 weeks of treatment. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025264,Particpants,hba1c,1,participant proportion,153671236,40931145,OG001
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c ≤ 6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes During the Last 12 Weeks of Treatment,The proportion of subjects achieving pre-defined HbA1c targets ≤ 6.5%without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes during the last 12 weeks of treatment. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025264,Particpants,hba1c,1,participant proportion,153671237,40931144,OG000
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c ≤ 6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes During the Last 12 Weeks of Treatment,The proportion of subjects achieving pre-defined HbA1c targets ≤ 6.5%without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes during the last 12 weeks of treatment. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025264,Particpants,hba1c,1,participant proportion,153671238,40931145,OG001
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c ≤ 6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes During the Last 12 Weeks of Treatment and Without Weight Gain,The proportion of subjects achieving pre-defined HbA1c targets ≤ 6.5%without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes during the last 12 weeks of treatment and without weight gain. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025265,Partcipants,hba1c,1,participant proportion,153671239,40931144,OG000
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c ≤ 6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes During the Last 12 Weeks of Treatment and Without Weight Gain,The proportion of subjects achieving pre-defined HbA1c targets ≤ 6.5%without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes during the last 12 weeks of treatment and without weight gain. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025265,Partcipants,hba1c,1,participant proportion,153671240,40931145,OG001
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c ≤ 6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes During the Last 12 Weeks of Treatment and Without Weight Gain,The proportion of subjects achieving pre-defined HbA1c targets ≤ 6.5%without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes during the last 12 weeks of treatment and without weight gain. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025265,Partcipants,hba1c,1,participant proportion,153671241,40931144,OG000
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c ≤ 6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes During the Last 12 Weeks of Treatment and Without Weight Gain,The proportion of subjects achieving pre-defined HbA1c targets ≤ 6.5%without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes during the last 12 weeks of treatment and without weight gain. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025265,Partcipants,hba1c,1,participant proportion,153671242,40931145,OG001
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c ≤ 6.5% Without Weight Gain,The proportion of subjects achieving pre-defined HbA1c targets ≤ 6.5% without weight gain after 26 weeks of randomised treatment. The results are based on retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025263,Participants,hba1c,1,participant proportion,153671231,40931144,OG000
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c ≤ 6.5% Without Weight Gain,The proportion of subjects achieving pre-defined HbA1c targets ≤ 6.5% without weight gain after 26 weeks of randomised treatment. The results are based on retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025263,Participants,hba1c,1,participant proportion,153671232,40931145,OG001
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c ≤ 6.5% Without Weight Gain,The proportion of subjects achieving pre-defined HbA1c targets ≤ 6.5% without weight gain after 26 weeks of randomised treatment. The results are based on retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025263,Participants,hba1c,1,participant proportion,153671233,40931144,OG000
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c ≤ 6.5% Without Weight Gain,The proportion of subjects achieving pre-defined HbA1c targets ≤ 6.5% without weight gain after 26 weeks of randomised treatment. The results are based on retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025263,Participants,hba1c,1,participant proportion,153671234,40931145,OG001
NCT02420262,Responder for HbA1c Below 7.0%,Number of subjects with HbA1c below 7% after 26 weeks of treatment.,20208825,Participants,hba1c,1,participant count,155012195,41208697,OG000
NCT02420262,Responder for HbA1c Below 7.0%,Number of subjects with HbA1c below 7% after 26 weeks of treatment.,20208825,Participants,hba1c,1,participant count,155012196,41208698,OG001
NCT02420262,Responder for HbA1c Below 7.0%,Number of subjects with HbA1c below 7% after 26 weeks of treatment.,20208825,Participants,hba1c,1,participant count,155012197,41208697,OG000
NCT02420262,Responder for HbA1c Below 7.0%,Number of subjects with HbA1c below 7% after 26 weeks of treatment.,20208825,Participants,hba1c,1,participant count,155012198,41208698,OG001
NCT02420262,Responder for HbA1c Below or Equal to 6.5 %,Number of subjects with HbA1c below 6.5% after 26 weeks of treatment.,20208826,Participants,hba1c,1,participant count,155012199,41208697,OG000
NCT02420262,Responder for HbA1c Below or Equal to 6.5 %,Number of subjects with HbA1c below 6.5% after 26 weeks of treatment.,20208826,Participants,hba1c,1,participant count,155012200,41208698,OG001
NCT02420262,Responder for HbA1c Below or Equal to 6.5 %,Number of subjects with HbA1c below 6.5% after 26 weeks of treatment.,20208826,Participants,hba1c,1,participant count,155012201,41208697,OG000
NCT02420262,Responder for HbA1c Below or Equal to 6.5 %,Number of subjects with HbA1c below 6.5% after 26 weeks of treatment.,20208826,Participants,hba1c,1,participant count,155012202,41208698,OG001
NCT02501161,Time From Randomisation to HbA1c >6.5% at 2 Consecutive Visits,"Time to HbA1c > 6.5% at 2 consecutive visits is defined as time from randomization to HbA1c > 6.5% at 2 consecutive planned scheduled visits from week 26 (including week 26 if HbA1c was > 6.5% at week 12). Time from randomisation to HbA1c >6.5% at 2 consecutive visits was analysed using a stratified log-rank test where treatment, baseline HbA1c group and previous OAD treatment were included as strata in the model. The variable ""baseline HbA1c group"" was a dichotomised baseline HbA1c variable with 2 categories: HbA1c < 8.5% or HbA1c ≥ 8.5% and the variable ""previous OAD treatment"" was a categorical variable with 2 categories: SU ± OAD(s) (SU users) or OAD(s) (Non-SU users). 25%, median (50%) and 75% percentiles for the cumulative distribution function were obtained from the Kaplan-Meier survival function.",20073804,Weeks,hba1c,1,weeks,154084035,40994159,OG000
NCT02501161,Time From Randomisation to HbA1c >6.5% at 2 Consecutive Visits,"Time to HbA1c > 6.5% at 2 consecutive visits is defined as time from randomization to HbA1c > 6.5% at 2 consecutive planned scheduled visits from week 26 (including week 26 if HbA1c was > 6.5% at week 12). Time from randomisation to HbA1c >6.5% at 2 consecutive visits was analysed using a stratified log-rank test where treatment, baseline HbA1c group and previous OAD treatment were included as strata in the model. The variable ""baseline HbA1c group"" was a dichotomised baseline HbA1c variable with 2 categories: HbA1c < 8.5% or HbA1c ≥ 8.5% and the variable ""previous OAD treatment"" was a categorical variable with 2 categories: SU ± OAD(s) (SU users) or OAD(s) (Non-SU users). 25%, median (50%) and 75% percentiles for the cumulative distribution function were obtained from the Kaplan-Meier survival function.",20073804,Weeks,hba1c,1,weeks,154084036,40994160,OG001
NCT02501161,Time From Randomisation to HbA1c >6.5% at 2 Consecutive Visits,"Time to HbA1c > 6.5% at 2 consecutive visits is defined as time from randomization to HbA1c > 6.5% at 2 consecutive planned scheduled visits from week 26 (including week 26 if HbA1c was > 6.5% at week 12). Time from randomisation to HbA1c >6.5% at 2 consecutive visits was analysed using a stratified log-rank test where treatment, baseline HbA1c group and previous OAD treatment were included as strata in the model. The variable ""baseline HbA1c group"" was a dichotomised baseline HbA1c variable with 2 categories: HbA1c < 8.5% or HbA1c ≥ 8.5% and the variable ""previous OAD treatment"" was a categorical variable with 2 categories: SU ± OAD(s) (SU users) or OAD(s) (Non-SU users). 25%, median (50%) and 75% percentiles for the cumulative distribution function were obtained from the Kaplan-Meier survival function.",20073804,Weeks,hba1c,1,weeks,154084037,40994159,OG000
NCT02501161,Time From Randomisation to HbA1c >6.5% at 2 Consecutive Visits,"Time to HbA1c > 6.5% at 2 consecutive visits is defined as time from randomization to HbA1c > 6.5% at 2 consecutive planned scheduled visits from week 26 (including week 26 if HbA1c was > 6.5% at week 12). Time from randomisation to HbA1c >6.5% at 2 consecutive visits was analysed using a stratified log-rank test where treatment, baseline HbA1c group and previous OAD treatment were included as strata in the model. The variable ""baseline HbA1c group"" was a dichotomised baseline HbA1c variable with 2 categories: HbA1c < 8.5% or HbA1c ≥ 8.5% and the variable ""previous OAD treatment"" was a categorical variable with 2 categories: SU ± OAD(s) (SU users) or OAD(s) (Non-SU users). 25%, median (50%) and 75% percentiles for the cumulative distribution function were obtained from the Kaplan-Meier survival function.",20073804,Weeks,hba1c,1,weeks,154084038,40994160,OG001
NCT02501161,Time From Randomisation to HbA1c >6.5% at 2 Consecutive Visits,"Time to HbA1c > 6.5% at 2 consecutive visits is defined as time from randomization to HbA1c > 6.5% at 2 consecutive planned scheduled visits from week 26 (including week 26 if HbA1c was > 6.5% at week 12). Time from randomisation to HbA1c >6.5% at 2 consecutive visits was analysed using a stratified log-rank test where treatment, baseline HbA1c group and previous OAD treatment were included as strata in the model. The variable ""baseline HbA1c group"" was a dichotomised baseline HbA1c variable with 2 categories: HbA1c < 8.5% or HbA1c ≥ 8.5% and the variable ""previous OAD treatment"" was a categorical variable with 2 categories: SU ± OAD(s) (SU users) or OAD(s) (Non-SU users). 25%, median (50%) and 75% percentiles for the cumulative distribution function were obtained from the Kaplan-Meier survival function.",20073804,Weeks,hba1c,1,weeks,154084039,40994159,OG000
NCT02501161,Time From Randomisation to HbA1c >6.5% at 2 Consecutive Visits,"Time to HbA1c > 6.5% at 2 consecutive visits is defined as time from randomization to HbA1c > 6.5% at 2 consecutive planned scheduled visits from week 26 (including week 26 if HbA1c was > 6.5% at week 12). Time from randomisation to HbA1c >6.5% at 2 consecutive visits was analysed using a stratified log-rank test where treatment, baseline HbA1c group and previous OAD treatment were included as strata in the model. The variable ""baseline HbA1c group"" was a dichotomised baseline HbA1c variable with 2 categories: HbA1c < 8.5% or HbA1c ≥ 8.5% and the variable ""previous OAD treatment"" was a categorical variable with 2 categories: SU ± OAD(s) (SU users) or OAD(s) (Non-SU users). 25%, median (50%) and 75% percentiles for the cumulative distribution function were obtained from the Kaplan-Meier survival function.",20073804,Weeks,hba1c,1,weeks,154084040,40994160,OG001
NCT02501161,Time From Randomisation to HbA1c >6.5% at 2 Consecutive Visits,"Time to HbA1c > 6.5% at 2 consecutive visits is defined as time from randomization to HbA1c > 6.5% at 2 consecutive planned scheduled visits from week 26 (including week 26 if HbA1c was > 6.5% at week 12). Time from randomisation to HbA1c >6.5% at 2 consecutive visits was analysed using a stratified log-rank test where treatment, baseline HbA1c group and previous OAD treatment were included as strata in the model. The variable ""baseline HbA1c group"" was a dichotomised baseline HbA1c variable with 2 categories: HbA1c < 8.5% or HbA1c ≥ 8.5% and the variable ""previous OAD treatment"" was a categorical variable with 2 categories: SU ± OAD(s) (SU users) or OAD(s) (Non-SU users). 25%, median (50%) and 75% percentiles for the cumulative distribution function were obtained from the Kaplan-Meier survival function.",20073804,Weeks,hba1c,1,weeks,154084041,40994159,OG000
NCT02501161,Time From Randomisation to HbA1c >6.5% at 2 Consecutive Visits,"Time to HbA1c > 6.5% at 2 consecutive visits is defined as time from randomization to HbA1c > 6.5% at 2 consecutive planned scheduled visits from week 26 (including week 26 if HbA1c was > 6.5% at week 12). Time from randomisation to HbA1c >6.5% at 2 consecutive visits was analysed using a stratified log-rank test where treatment, baseline HbA1c group and previous OAD treatment were included as strata in the model. The variable ""baseline HbA1c group"" was a dichotomised baseline HbA1c variable with 2 categories: HbA1c < 8.5% or HbA1c ≥ 8.5% and the variable ""previous OAD treatment"" was a categorical variable with 2 categories: SU ± OAD(s) (SU users) or OAD(s) (Non-SU users). 25%, median (50%) and 75% percentiles for the cumulative distribution function were obtained from the Kaplan-Meier survival function.",20073804,Weeks,hba1c,1,weeks,154084042,40994160,OG001
