nct_id,arm_id_unq,drug_name,drug_dose,drug_unit,drug_freq,drug2_name,drug2_dose,drug2_unit,drug2_freq,new_note
NCT01076842,ab0103,exenatide,10,microgram,bd,insuin_levemir,as per bm,units,od,
NCT01076842,ab0104,insulin_levemir,as per bm,units,od,,,,,
NCT01099137,ab0105,glimepiride,increase by 50%,mg,od,,,,,
NCT01099137,ab0106,vildagliptin,50,mg,bd,,,,,
NCT01100125,ab0107,insulin_glargine,as per bm,units,od,,,,,
NCT01100125,ab0108,sitagliptin,100,mg,od,,,,,
NCT01135433,ab0109,ipragliflozin,50,mg,od,,,,,
NCT01135433,ab0110,placebo,,,,,,,,
NCT01193296,ab0111,sitagliptin,100,mg,od,,,,,
NCT01193296,ab0112,vildagliptin,50,mg,bd,,,,,
NCT01224366,ab0113,placebo,,,,,,,,
NCT01224366,ab0114,vildagliptin,50,mg,bd,,,,,
NCT01225081,ab0115,ipragliflozin,50,mg,od,,,,,
NCT01225081,ab0116,placebo,,,,,,,,
NCT01233622,ab0117,placebo,,,,,,,,
NCT01233622,ab0118,vildagliptin,50,mg,bd,,,,,
NCT01242215,ab0119,ipragliflozin,50,mg,od,,,,,
NCT01242215,ab0120,placebo,,,,,,,,
NCT01257451,ab0121,placebo,,,,,,,,
NCT01257451,ab0122,vildagliptin,50,mg,bd,,,,,
NCT01270789,ab0123,liraglutide,1.8,mg,od,,,,,
NCT01270789,ab0124,placebo,,,,,,,,
NCT01316094,ab0125,ipragliflozin,50,mg,od,,,,,
NCT01316094,ab0126,placebo,,,,,,,,
NCT01341717,ab0127,glimepiride,1,mg,od,,,,,
NCT01341717,ab0128,sitagliptin,100,mg,od,,,,,
NCT01357252,ab0129,placebo,,,,,,,,
NCT01357252,ab0130,vildagliptin,50,mg,od,,,,,
NCT01392898,ab0131,control,,,,,,,,
NCT01392898,ab0132,liraglutide,1.8,mg,od,,,,,
NCT01455857,ab0137,ITCA_650,40,microgram,od,,,,,
NCT01455857,ab0138,ITCA_650,60,microgram,od,,,,,
NCT01455857,ab0139,placebo,,,,,,,,
NCT01455870,ab0140,ITCA_650,60,microgram,od,,,,,
NCT01455870,ab0141,sitagliptin,100,mg,od,,,,,
NCT01455896,ab0142,ITCA_650,60,microgram,od,,,,,
NCT01455896,ab0143,placebo,,,,,,,,
NCT01497522,ab0144,placebo,,,,,,,,
NCT01497522,ab0145,vildagliptin,50,mg,bd,,,,,
NCT01505426,ab0146,ipragliflozin,50,mg,od,,,,,
NCT01505426,ab0147,placebo,,,,,,,,
NCT01517321,ab0148,placebo,,,,,,,,
NCT01517321,ab0149,sitagliptin,50,mg,od,,,,,
NCT01518101,ab0150,liraglutide,1.2,mg,od,,,,,
NCT01518101,ab0151,vildagliptin,50,mg,bd,,,,,
NCT01521962,ab0152,alogliptin,25,mg,od,,,,,
NCT01521962,ab0153,placebo,,,,,,,,
NCT01529528,ab0154,anagliptin,50,mg,bd,,,,,
NCT01529528,ab0155,anagliptin,100,mg,bd,,,,,
NCT01529528,ab0156,placebo,,,,,,,,
NCT01529541,ab0157,anagliptin,100,mg,bd,,,,,
NCT01529541,ab0158,sitagliptin,100,mg,od,,,,,
NCT01541956,ab0159,metformin,500,mg,bd,,,,,
NCT01541956,ab0160,vildagliptin,50,mg,bd,,,,,
NCT01547104,ab0161,glimepiride,1,mg,od,,,,,
NCT01547104,ab0162,linagliptin,5,mg,od,,,,,
NCT01582230,ab0163,placebo,,,,,,,,
NCT01582230,ab0164,vildagliptin,50,mg,bd,,,,,
NCT01601990,ab0165,gemigliptin,50,mg,od,,,,,
NCT01601990,ab0166,placebo,,,,,,,,
NCT01602003,ab0167,gemigliptin,25,mg,bd,,,,,
NCT01602003,ab0168,gemigliptin,50,mg,od,,,,,
NCT01602003,ab0169,sitagliptin,100,mg,od,,,,,
NCT01632007,ab0170,alogliptin,25,mg,od,,,,,
NCT01632007,ab0171,placebo,,,,,,,,
NCT01632007,ab0172,trelagliptin,100,mg,weekly,,,,,
NCT01632163,ab0173,lixisenatide,20,microgram,od,,,,,
NCT01632163,ab0174,placebo,,,od,,,,,
NCT01649466,ab0175,insulin_nph,as per bm,units,od,,,,,
NCT01649466,ab0176,vildagliptin,50,mg,od,,,,,
NCT01654120,ab0177,insulin,as per bm,units,od,,,,,
NCT01654120,ab0178,liraglutide,1.8,mg,od,,,,,
NCT01744236,ab0179,liraglutide,1.8,mg,od,,,,,
NCT01744236,ab0180,placebo,,,,,,,,
NCT01744236,ab0181,sitagliptin,100,mg,od,,,,,
NCT01757587,ab0184,placebo,,,,,,,,
NCT01757587,ab0185,vildagliptin,50,mg,bd,,,,,
NCT01761318,ab0186,liraglutide,1.8,mg,od,,,,,
NCT01761318,ab0187,placebo,,,,,,,,
NCT01787396,ab0188,gemigliptin,50,mg,od,,,,,
NCT01787396,ab0189,gemigliptin_metformin,50,mg,od,metformin,500,mg,bd,
NCT01787396,ab0190,metformin,500,mg,bd,,,,,
NCT01794143,ab0191,glimepiride,2,mg,od,,,,,
NCT01794143,ab0192,insulin_glargine,as per bm,units,od,,,,,
NCT01794143,ab0193,liraglutide,0.6,mg,od,,,,,
NCT01794143,ab0194,sitagliptin,100,mg,od,,,,,
NCT01798238,ab0195,placebo,,,,,,,,
NCT01798238,ab0196,teneligliptin,20,mg,od,,,,,
NCT01805830,ab0197,placebo,,,,,,,,
NCT01805830,ab0198,teneligliptin,20,mg,od,,,,,
NCT01847144,ab0199,gliclazide,80,mg,od,,,,,
NCT01847144,ab0200,sitagliptin,100,mg,od,,,,,
NCT01968044,ab0201,gemigliptin,50,mg,od,,,,,
NCT01968044,ab0202,placebo,,,,,,,,
NCT01990469,ab0203,gemigliptin,50,mg,od,,,,,
NCT01990469,ab0204,placebo,,,,,,,,
NCT02015299,ab0205,linagliptin,5,mg,od,,,,,
NCT02015299,ab0206,placebo,,,,,,,,
NCT02043054,ab0207,liraglutide,1.8,mg,od,,,,,
NCT02043054,ab0208,sitagliptin,100,mg,od,,,,,
NCT02097342,ab0209,linagliptin,5,mg,od,,,,,
NCT02097342,ab0210,placebo,,,,,,,,
NCT02097342,ab0211,voglibose,0.2,mg,od,,,,,
NCT02147925,ab0212,insulin_glargine,as per bm,units,od,,,,,
NCT02147925,ab0213,liraglutide,1.8,mg,od,,,,,
NCT02147925,ab0214,sitagliptin,100,mg,od,,,,,
NCT02175784,ab0215,ipragliflozin,50,mg,od,,,,,
NCT02175784,ab0216,placebo,,,,,,,,
NCT02176681,ab0217,control,,,,,,,,
NCT02176681,ab0218,vildagliptin,50,mg,od,,,,,
NCT02201004,ab0219,placebo,,,,,,,,
NCT02201004,ab0220,tofogliflozin,20,mg,od,,,,,
NCT02231021,ab0221,alogliptin,25,mg,od,,,,,
NCT02231021,ab0222,alogliptin,25,mg,od,pioglitazone,30,mg,od,
NCT02231021,ab0223,pioglitazone_metformin,30,mg,od,,,,,
NCT02276196,ab0224,insulin_glulisine,as per bm,units,od,,,,,
NCT02276196,ab0225,lixisenatide,20,microgram,od,,,,,
NCT02280486,ab0226,glimepiride,1,mg,od,,,,,
NCT02280486,ab0227,saxagliptin,5,mg,od,,,,,
NCT02303730,ab0228,exenatide,10,microgram,bd,,,,,
NCT02303730,ab0229,insulin_glargine,as per bm,units,od,,,,,
NCT02304081,ab0230,placebo,,,,,,,,
NCT02304081,ab0231,saxagliptin,5,mg,od,,,,,
NCT02325960,ab0232,exenatide,10,microgram,bd,,,,,
NCT02325960,ab0233,insulin_glargine,as per bm,units,od,,,,,
NCT02330406,ab0234,anagliptin,100,mg,bd,,,,,
NCT02330406,ab0235,sitagliptin,50,mg,od,,,,,
NCT02343926,ab0236,gemigliptin,50,mg,od,,,,,
NCT02343926,ab0237,vildagliptin,50,mg,bd,,,,,
NCT02449603,ab0238,exenatide,10,microgram,bd,,,,,
NCT02449603,ab0239,insulin_biphasic,as per bm,units,bd,,,,,
NCT02452632,ab0240,ipragliflozin,50,mg,od,,,,,
NCT02452632,ab0241,placebo,,,,,,,,
NCT02459353,ab0242,dapagliflozin,10,mg,od,,,,,
NCT02459353,ab0243,placebo,,,,,,,,
NCT02467478,ab0244,linagliptin,5,mg,od,,,,,
NCT02467478,ab0245,placebo,,,,,,,,
NCT02567994,ab0246,sitagliptin,100,mg,od,,,,,
NCT02567994,ab0247,teneligliptin,20,mg,od,,,,,
NCT02607410,ab0248,insulin_nph,as per bm,units,od,,,,,
NCT02607410,ab0249,sitagliptin,100,mg,od,,,,,
NCT02655757,ab0250,placebo,,,,,,,,
NCT02655757,ab0251,sitagliptin,100,mg,od,,,,,
NCT02660047,ab0252,liraglutide,1.8,mg,od,,,,,
NCT02660047,ab0253,placebo,,,,,,,,
NCT02752412,ab0254,lixisenatide,5,microgram,od,,,,,
NCT02752412,ab0255,placebo,,,,,,,,
NCT02752828,ab0256,lixisenatide,5,microgram,od,,,,,
NCT02752828,ab0257,placebo,,,,,,,,
NCT02794792,ab0258,ipragliflozin,50,mg,od,,,,,
NCT02794792,ab0259,placebo,,,,,,,,
NCT02831361,ab0260,gemigliptin,50,mg,od,,,,,
NCT02831361,ab0261,placebo,,,,,,,,
NCT02853630,ab0262,metformin,500,mg,bd,,,,,
NCT02853630,ab0263,vildagliptin,100,mg,od,,,,,
NCT02919345,ab0264,dapagliflozin,10,mg,od,,,,,
NCT02919345,ab0265,glibenclamide,5,mg,od,,,,,
NCT02920801,ab0266,metformin,750,mg,bd,,,,,
NCT02920801,ab0267,saxagliptin,5,mg,od,,,,,
NCT02925559,ab0268,dapagliflozin,10,mg,od,,,,,
NCT02925559,ab0269,gliclazide,120,mg,od,,,,,
NCT02946541,ab0270,evogliptin,5,mg,od,,,,,
NCT02946541,ab0271,placebo,,,,,,,,
NCT02949193,ab0272,evogliptin,5,mg,od,,,,,
NCT02949193,ab0273,sitagliptin,100,mg,od,,,,,
NCT02956811,ab0274,dapagliflozin,10,mg,od,,,,,
NCT02956811,ab0275,placebo,,,,,,,,
NCT02974504,ab0276,evogliptin,5,mg,od,,,,,
NCT02974504,ab0277,linagliptin,5,mg,od,,,,,
NCT03007329,ab0278,exenatide,2,mg,weekly,,,,,
NCT03007329,ab0279,placebo,,,,,,,,
NCT03011177,ab0280,linagliptin,5,mg,od,,,,,
NCT03011177,ab0281,teneligliptin,20,mg,od,,,,,
NCT03050229,ab0282,empagliflozin,10,mg,od,,,,,
NCT03050229,ab0283,placebo,,,,,,,,
NCT03068065,ab0284,gliclazide,60,mg,bd,,,,,
NCT03068065,ab0285,liraglutide,1.8,mg,od,,,,,
NCT03068065,ab0286,metformin,1000,mg,bd,,,,,
NCT03089333,ab0287,dapagliflozin,10,mg,od,,,,,
NCT03089333,ab0288,glibenclamide,5,mg,od,,,,,
NCT03125694,ab0289,pioglitazone,30,mg,od,,,,,
NCT03125694,ab0290,sitagliptin,100,mg,od,,,,,
NCT03202563,ab0291,dapagliflozin,10,mg,od,,,,,
NCT03202563,ab0292,gemigliptin,50,mg,od,,,,,
NCT03529123,ab0293,lixisenatide,unknown,,,,,,,
NCT03529123,ab0294,placebo,,,,,,,,
NCT03693560,ab0295,glimperide,4,mg,od,,,,,
NCT03693560,ab0296,vildagliptin,50,mg,od,,,,,
2004-004559-21,ac0001,glimepiride,6,mg,od,,,,,
2004-004559-21,ac0002,vildagliptin,50,mg,bd,,,,,
2013-002348-99,ac0003,liraglutide,1.2,mg,od,,,,,
2013-002348-99,ac0004,placebo,,,,,,,,
2014-003923-23,ac0005,liraglutide,1.8,mg,od,,,,,
2014-003923-23,ac0006,placebo,,,,,,,,
ChiCTR-IPR-15006558,ac0007,exenatide,5,microgram,bd,,,,,
ChiCTR-IPR-15006558,ac0008,exenatide,5,microgram,bd,,,,,
ChiCTR-IPR-16008578,ac0009,liraglutide,1.2,mg,od,,,,,
ChiCTR-IPR-16008578,ac0010,metformin,750,mg,bd,,,,,
ChiCTR-IPR-17011120,ac0011,metformin,1000,mg,bd,,,,,
ChiCTR-IPR-17011120,ac0012,saxagliptin,5,mg,od,,,,,
ChiCTR-IPR-17011120,ac0013,saxagliptin,5,mg,od,metformin,1000,mg,bd,
ChiCTR-OPC-16008152,ac0014,acarbose,50,mg,tid,,,,,
ChiCTR-OPC-16008152,ac0015,exenatide,10,microgram,bd,,,,,
ChiCTR-PPR-15007045,ac0016,control,,,,,,,,
ChiCTR-PPR-15007045,ac0017,saxagliptin,5,mg,od,,,,,
ChiCTR-TRC-12002676,ac0018,insulin_biphasic,as per bm,units,bd,,,,,
ChiCTR-TRC-12002676,ac0019,sitagliptin,100,mg,od,insulin_glargine,as per bm,units,od,
ChiCTR-TRC-13003858,ac0020,saxagliptin,5,mg,od,,,,,
ChiCTR-TRC-13003858,ac0021,vildagliptin,50,mg,bd,,,,,
ChiCTR-TRC-14005224,ac0022,control,,,,,,,,
ChiCTR-TRC-14005224,ac0023,sitagliptin,100,mg,od,,,,,
CTRI/2017/06/008891,ac0024,evogliptin,5,mg,od,,,,,
CTRI/2017/06/008891,ac0025,sitagliptin,100,mg,od,,,,,
JapicCTI-101351,ac0026,tofogliflozin,20,mg,od,,,,,
JapicCTI-101351,ac0027,tofogliflozin,40,mg,od,,,,,
JapicCTI-101352,ac0028,tofogliflozin,20,mg,od,,,,,
JapicCTI-101352,ac0029,tofogliflozin,40,mg,od,,,,,
JapicCTI-111543,ac0030,luseogliflozin,2.5,mg,od,,,,,
JapicCTI-111543,ac0031,placebo,,,,,,,,
JapicCTI-111661,ac0032,luseogliflozin,2.5,mg,od,,,,,
JapicCTI-111661,ac0033,placebo,,,,,,,,
JapicCTI-132348,ac0034,placebo,,,,,,,,
JapicCTI-132348,ac0035,saxagliptin,5,mg,od,,,,,
NCT00099892,ac0036,placebo,,,,,,,,
NCT00099892,ac0037,vildagliptin,50,milligram,od,,,,,
NCT00099892,ac0038,vildagliptin,50,milligram,bd,,,,,
NCT00099905,ac0039,placebo,,,,,,,,
NCT00099905,ac0040,vildagliptin,50,milligram,od,,,,,
NCT00099905,ac0041,vildagliptin,50,milligram,bd,,,,,
NCT00099905,ac0042,vildagliptin,100,milligram,od,,,,,
NCT00099918,ac0043,rosiglitazone,8,milligram,od,,,,,
NCT00099918,ac0044,vildagliptin,50,milligram,bd,,,,,
NCT00099931,ac0045,placebo,,,,,,,,
NCT00099931,ac0046,vildagliptin,50,milligram,bd,,,,,
NCT00101673,ac0047,pioglitazone,30,milligram,od,,,,,
NCT00101673,ac0048,vildagliptin,50,milligram,od,,,,,
NCT00101673,ac0049,vildagliptin,50,milligram,bd,,,,,
NCT00101803,ac0050,pioglitazone,30,milligram,od,,,,,
NCT00101803,ac0051,vildagliptin,50,milligram,od,pioglitazone,15,milligram,od,
NCT00101803,ac0052,vildagliptin,100,milligram,od,pioglitazone,30,milligram,od,
NCT00101803,ac0053,vildagliptin,100,milligram,od,,,,,
NCT00110240,ac0054,acarbose,300,milligram,od,,,,,
NCT00110240,ac0055,vildagliptin,100,milligram,od,,,,,
NCT00120536,ac0056,placebo,,,,,,,,
NCT00120536,ac0057,vildagliptin,50,milligram,od,,,,,
NCT00120536,ac0058,vildagliptin,50,milligram,bd,,,,,
NCT00120536,ac0059,vildagliptin,100,milligram,od,,,,,
NCT00138567,ac0060,metformin,1000,milligram,bd,,,,,
NCT00138567,ac0061,vildagliptin,100,milligram,od,,,,,
NCT00138606,ac0062,vildagliptin,100,milligram,od,,,,,
NCT00138606,ac0063,vildagliptin,50,milligram,od,,,,,
NCT00138619,ac0064,rosiglitazone,8,milligram,od,,,,,
NCT00138619,ac0065,vildagliptin,50,milligram,bd,,,,,
NCT00237237,ac0066,pioglitazone,30,milligram,od,,,,,
NCT00237237,ac0067,vildagliptin,50,milligram,bd,,,,,
NCT00300287,ac0068,placebo,,,,,,,,
NCT00300287,ac0069,vildagliptin,50,milligram,od,,,,,
NCT00313001,ac0070,exenatide,10,microgram,bd,,,,,
NCT00313001,ac0071,insulin_biphasic,6,units,bd,,,,,
NCT00313001,ac0072,insulin_biphasic,12,units,od,,,,,
NCT00318422,ac0073,liraglutide,0.6,milligram,od,,,,,
NCT00318422,ac0074,liraglutide,1.2,milligram,od,,,,,
NCT00318422,ac0075,liraglutide,1.8,milligram,od,,,,,
NCT00318422,ac0076,placebo,,,,,,,,
NCT00318422,ac0077,rosiglitazone,4,milligram,od,,,,,
NCT00325117,ac0078,placebo,,,,,,,,
NCT00325117,ac0079,vildagliptin,50,milligram,bd,,,,,
NCT00331851,ac0080,insulin_glargine,as per bm,units,od,,,,,
NCT00331851,ac0081,liraglutide,1.8,milligram,od,,,,,
NCT00331851,ac0082,placebo,,,,,,,,
NCT00333151,ac0083,liraglutide,1.2,milligram,od,,,,,
NCT00333151,ac0084,liraglutide,1.8,milligram,od,,,,,
NCT00333151,ac0085,placebo,,,,,,,,
NCT00351832,ac0086,placebo,,,,,,,,
NCT00351832,ac0087,vildagliptin,50,mg,od,,,,,
NCT00351832,ac0088,vildagliptin,50,mg,bd,,,,,
NCT00351832,ac0089,vildagliptin,100,mg,od,,,,,
NCT00368134,ac0090,vildagliptin,50,milligram,bd,,,,,
NCT00368134,ac0091,voglibose,0.2,milligram,tid,,,,,
NCT00390520,ac0092,placebo,,,,,,,,
NCT00390520,ac0093,vildagliptin,100,milligram,od,,,,,
NCT00494884,ac0094,placebo,,,,,,,,
NCT00494884,ac0095,vildagliptin,100,milligram,od,,,,,
TCTR20180424002,ac0096,dapagliflozin,10,mg,od,,,,,
TCTR20180424002,ac0097,control,,,,,,,,
UMIN000003479,ac0098,sitagliptin,50,mg,od,,,,,
UMIN000003479,ac0099,mitiglinide|nateglinide,missing,missing,missing,,,,,
UMIN000003503,ac0100,sitagliptin,50,mg,od,,,,,
UMIN000003503,ac0101,voglibose,0.6,mg,tid,,,,,
UMIN000003784,ac0102,sitagliptin,50,mg,od,,,,,
UMIN000003784,ac0103,voglibose,0.6,mg,tid,,,,,
UMIN000003951,ac0104,sitagliptin,50,mg,od,,,,,
UMIN000003951,ac0105,voglibose,0.6,mg,od,,,,,
UMIN000004243,ac0106,liraglutide,0.9,mg,od,,,,,
UMIN000004243,ac0107,metformin,750,mg,bd,,,,,
UMIN000004490,ac0108,sitagliptin,25,mg,od,,,,,
UMIN000004490,ac0109,control,,,,,,,,
UMIN000004674,ac0110,sitagliptin,50,mg,od,,,,,
UMIN000004674,ac0111,voglibose|miglitol,0.2|50,mg,tid,,,,,
UMIN000004675,ac0112,sitagliptin,50,mg,od,,,,,
UMIN000004675,ac0113,voglibose|miglitol,0.2|50,mg,tid,,,,,
UMIN000004678,ac0114,sitagliptin,50,mg,od,,,,,
UMIN000004678,ac0115,control,,,,,,,,
UMIN000004716,ac0116,sitagliptin,50,mg,od,,,,,
UMIN000004716,ac0117,pioglitazone,15,mg,od,,,,,
UMIN000004721,ac0118,sitagliptin,25,mg,od,,,,,
UMIN000004721,ac0119,control,,,,,,,,
UMIN000004791,ac0120,sitagliptin,25,mg,od,,,,,
UMIN000004791,ac0121,glimepiride,0.25,mg,od,,,,,
UMIN000004953,ac0122,vildagliptin,50,mg,bd,,,,,
UMIN000004953,ac0123,liraglutide,0.9,mg,od,,,,,
UMIN000005311,ac0124,alogliptin,25,mg,od,,,,,
UMIN000005311,ac0125,control,,,,,,,,
UMIN000005627,ac0126,vildaglitin,50,mg,bd,,,,,
UMIN000005627,ac0127,sitagliptin,50,mg,od,,,,,
UMIN000005681,ac0128,sitagliptin,50,mg,od,,,,,
UMIN000005681,ac0129,alogliptin,25,mg,od,,,,,
UMIN000006278,ac0130,sitagliptin,50,mg,od,,,,,
UMIN000006278,ac0131,nateglinide,90,mg,tid,,,,,
UMIN000006860,ac0132,alogliptin,12.5,mg,od,,,,,
UMIN000006860,ac0133,control,,,,,,,,
UMIN000006986,ac0134,sitagliptin|tenegliptin|linagliptin|alogliptin,50|10|5|25,mg,od,,,,,
UMIN000006986,ac0135,metformin,500,mg,od,,,,,
UMIN000006986,ac0136,glimperide| gliclazide,0.5|20,mg,bd,,,,,
UMIN000006986,ac0137,voglibose|miglitol,0.6|50,mg,tid,,,,,
UMIN000007009,ac0138,liraglutide,0.9,mg,od,,,,,
UMIN000007009,ac0139,sitagliptin,50,mg,od,insulin_detemir,as per bm,units,od,
UMIN000007051,ac0140,sitagliptin,missing,mg,od,,,,,
UMIN000007051,ac0141,mitiglinide,missing,mg,missing,,,,,
UMIN000007396,ac0142,sitagliptin,25,mg,od,,,,,
UMIN000007396,ac0143,control,,,,,,,,
UMIN000007635,ac0144,linagliptin,5,mg,od,,,,,
UMIN000007635,ac0145,voglibose,0.2,mg,tid,,,,,
UMIN000008155,ac0146,sitagliptin,50,mg,od,,,,,
UMIN000008155,ac0147,metformin,750,mg,od,,,,,
UMIN000009525,ac0148,sitagliptin,50,mg,od,,,,,
UMIN000009525,ac0149,mitiglinide,5,mg,tid,,,,,
UMIN000009544,ac0150,sitagliptin,50,mg,od,,,,,
UMIN000009544,ac0151,glimepiride,0.5,mg,od,,,,,
UMIN000010176,ac0152,vildagliptin,50,mg,od,,,,,
UMIN000010176,ac0153,control,,,,,,,,
UMIN000010199,ac0154,vildagliptin,50,mg,bd,,,,,
UMIN000010199,ac0155,sitagliptin,100,mg,od,,,,,
UMIN000010451,ac0156,vildagliptin,50,mg,bd,,,,,
UMIN000010451,ac0157,control,,,,,,,,
UMIN000010769,ac0158,lixisenatide,20,microgram,od,,,,,
UMIN000010769,ac0159,vildagliptin,50,mg,bd,,,,,
UMIN000010871,ac0160,metformin|glinide|alpha glucosidase inh,missing,missing,missing,,,,,
UMIN000010871,ac0161,sitagliptin,50,mg,od,,,,,
UMIN000012224,ac0162,liraglutide,0.9,mg,od,,,,,
UMIN000012224,ac0163,sitagliptin,50,mg,od,insulin_glargine,as per bm,units,od,
UMIN000013356,ac0164,sitagliptin,25,mg,od,,,,,
UMIN000013356,ac0165,glimepiride,0.5,mg,od,,,,,
UMIN000013689,ac0166,linagliptin,5,mg,od,,,,,
UMIN000013689,ac0167,mitiglinide,10,mg,tid,voglibose,0.2,mg,tid,
UMIN000014422,ac0168,ipragliflozin,50,mg,od,,,,,
UMIN000014422,ac0169,control,,,,,,,,
UMIN000014738,ac0170,ipragliflozin,50,mg,od,,,,,
UMIN000014738,ac0171,sitagliptin,50,mg,od,,,,,
UMIN000015170,ac0172,ipragliflozin,50,mg,od,,,,,
UMIN000015170,ac0173,metformin,500,mg,bd,,,,,
UMIN000017607,ac0174,tofogliflozin,20,mg,od,,,,,
UMIN000017607,ac0175,control,,,,,,,,
UMIN000018445,ac0176,saxagliptin,2.5,mg,od,,,,,
UMIN000018445,ac0177,control,,,,,,,,
UMIN000018754,ac0178,dapagliflozin,5,mg,od,,,,,
UMIN000018754,ac0179,metformin,750,mg,od,,,,,
UMIN000018839,ac0180,ipragliflozin,50,mg,od,,,,,
UMIN000018839,ac0181,control,,,,,,,,
UMIN000019253,ac0184,empagliflozin,10,mg,od,,,,,
UMIN000019253,ac0185,empagliflozin,10,mg,prn,,,,,
UMIN000020984,ac0186,dapagliflozin,5,mg,od,,,,,
UMIN000020984,ac0187,sitagliptin,50,mg,od,,,,,
UMIN000021552,ac0188,empagliflozin,10,mg,od,,,,,
UMIN000021552,ac0189,placebo,,,,,,,,
UMIN000021658,ac0190,luseogliflozin,2.5,mg,od,,,,,
UMIN000021658,ac0191,sitagliptin,50,mg,od,,,,,
UMIN000022155,ac0192,dapagliflozin,5,mg,od,,,,,
UMIN000022155,ac0193,control,,,,,,,,
UMIN000022804,ac0194,dapagliflozin,5,mg,od,,,,,
UMIN000022804,ac0195,pioglitazone,15,mg,od,,,,,
UMIN000022858,ac0196,trelagliptin,missing,,,,,,,
UMIN000022858,ac0197,sitagliptin|vildagliptin|tenegliptin|other,missing,,,,,,,
UMIN000022953,ac0198,linagliptin,5,mg,od,,,,,
UMIN000022953,ac0199,metformin,500,mg,bd,,,,,
UMIN000023487,ac0200,canagliflozin,100,mg,od,,,,,
UMIN000023487,ac0201,control,,,,,,,,
UMIN000025102,ac0202,dapagliflozin,5,mg,od,,,,,
UMIN000025102,ac0203,control,,,,,,,,
UMIN000026161,ac0204,tofogliflozin,20,mg,od,,,,,
UMIN000026161,ac0205,glimepiride,0.5,mg,od,,,,,
UMIN000030158,ac0206,empagliflozin,10,mg,od,,,,,
UMIN000030158,ac0207,placebo,,,,,,,,
UMIN000030343,ac0208,tenegliptin,20,mg,od,,,,,
UMIN000030343,ac0209,canagliflozin,100,mg,od,,,,,
UMINR000006517,ac0210,control,,,,,,,,
UMINR000006517,ac0211,sitagliptin,50,milligram,od,,,,,
UMIN000005331,ac0212,liraglutide,0.9,milligram,od,,,,,
UMIN000005331,ac0213,insulin_glargine,as per bm,unit,od,,,,,
NCT00138541,,missing,missing,missing,missing,,,,,
NCT00425490,,missing,missing,missing,missing,,,,,
NCT00316082,uaa10099,placebo,,,,,,,,
NCT00316082,uaa10102,,,,,,,,,
NCT00688701,uaa10305,placebo,,,,,,,,
NCT00688701,uaa10306,,,,,,,,,
NCT00712673,uaa10324,placebo,,,,,,,,
NCT00712673,uaa10325,,,,,,,,,
NCT00763451,uaa10350,placebo,,,,,,,,
NCT00763451,uaa10351,,,,,,,,,
NCT01368081,uaa10736,,,,,,,,,
NCT00035984,ab0001,exenatide,10,microgram,bd,,,,,
NCT00035984,ab0002,exenatide,5,microgram,bd,,,,,
NCT01697592,uaa10858,,,,,,,,,
NCT01720446,uaa10892,semaglutide,0.5,milligram,od,,,,,
NCT01720446,uaa10893,semaglutide,0.5|1,milligram,od,,,,,
NCT01720446,uaa10894,semaglutide,1,milligram,od,,,,,
NCT01720446,uaa10895,,,,,,,,,
NCT00039026,ab0009,exenatide,10,microgram,bd,,,,,
NCT00039026,ab0010,exenatide,5,microgram,bd,,,,,
NCT00039013,ab0005,exenatide,10,microgram,bd,,,,,
NCT00039013,ab0006,exenatide,5,microgram,bd,,,,,
NCT01755572,ab0182,liraglutide,1.8,mg,od,,,,,
NCT01755572,ab0183,placebo,,,,,,,,
NCT01755572,ab9999,,,,,,,,,
NCT02455076,uaa11135,exenatide,5,microgram,od,,,,,
NCT02455076,uaa11136,insulin,as per bm,units,,,,,,
NCT02455076,uaa11137,,,,,,,,,
NCT02455076,uaa99999,exenatide,5,milligram,bd,insulin,as per bms,units,od,
NCT01986881,uaa10990,ertugliflozin,15,milligram,od,,,,,
NCT01986881,uaa10991,ertugliflozin,5,milligram,od,,,,,
NCT01986881,uaa10992,placebo,,,,,,,,
NCT01986881,uaa10993,,,,,,,,,
NCT01986881,uaa77777,ertugliflozin,5|15 pooled,milligram,od,,,,,
NCT00316082,uaa10100,saxagliptin,2.5,milligram,od,,,,,
NCT00316082,uaa10100,saxagliptin,2.5,milligram,od,,,,,
NCT00316082,uaa10101,saxagliptin,5,milligram,od,,,,,
NCT00316082,uaa10101,saxagliptin,5,milligram,od,,,,,
NCT00688701,uaa10304,lixisenatide,20,microgram,od,,,,,
NCT00688701,uaa10304,lixisenatide,20,microgram,od,,,,,
NCT00712673,uaa10323,lixisenatide,20,microgram,od,,,,,
NCT00712673,uaa10323,lixisenatide,20,microgram,od,,,,,
NCT00763451,uaa10349,lixisenatide,20,microgram,od,,,,,
NCT00763451,uaa10349,lixisenatide,20,microgram,od,,,,,
NCT00915772,uaa10430,metformin,500,milligram,od,,,,,
NCT00915772,uaa10430,metformin,500,milligram,od,,,,,
NCT00915772,uaa10431,linagliptin,2.5,milligram,od,,,,,
NCT00915772,uaa10431,linagliptin,2.5,milligram,od,,,,,
NCT00915772,uaa10432,linagliptin,2.5,milligram,od,metformin,500,milligram,od,
NCT00915772,uaa10432,linagliptin,2.5,milligram,od,metformin,500,milligram,od,
NCT01368081,uaa10733,empagliflozin,10,milligram,od,,,,,
