trial_id,outcome,inrob,srch_rnd,covidence_id,study_id,reviewer,sequence_generation_judge,allocation_concealment_judge,blinding_participant,blinding_assessor,incomplete_outcome_data,selective_outcome_reporting,note,allocation_concealment_quote,allocation_concealment_comment,blinding_assessor_judge,blinding_assessor_quote,blinding_assessor_comment,blinding_participant_judge,blinding_participant_quote,blinding_participant_comment,incomplete_outcome_data_judge,incomplete_outcome_data_quote,incomplete_outcome_data_comment,other_bias_judge,other_bias_quote,other_bias_comment,selective_outcome_reporting_judge,selective_outcome_reporting_quote,selective_outcome_reporting_comment,sequence_generation_quote,sequence_generation_comment
NCT02648204,hba1c and or MACE,y,orig,#864,Pratley 2018,"KA,SA",low,"high,low",,,,,,"Patients were randomly assigned (1:1:1:1) by use of an interactive web response system to receive: semaglutide 0·5 mg, dulaglutide 0·75 mg, semaglutide 1·0 mg, or dulaglutide 1·5 mg, once a week. Randomisation was not stratified. The open-label design was necessary because of the different patented devices used to administer the trial products, which were supplied","
","high,low","Randomisation was not stratified. The open-label design was necessary because of the different patented devices used to administer the trial products, which were supplied by","
","high,low","Randomisation was not stratified. The open-label design was necessary because of the different patented devices used to administer the trial products, which were supplied by Novo Nordisk.","
",low,We used a mixed model for repeated measurements for the analysis of the primary outcome of change in continuous endpoints at week 40 from each individual baseline using data for all patients randomly assigned to treatment and exposed to at least one dose of trial product (full analysis set) obtained while on treatment and before onset of rescue medication.,"
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,Patients were randomly assigned (1:1:1:1) by use of an interactive web response system to receive:,"
"
NCT02655770,hba1c and or MACE,y,updat,,,PH,Low,Unclear,Low,Low,Low,Unclear,,,,,,,,,,,,,,,,,,,,
NCT02660047,hba1c and or MACE,y,orig,#8477,VanEyk 2019,"SA,LW",low,low,,,,,,,,low,,,low,,,low,,,low,,,low,"can reduce ectopic fat accumulation, <b>the aim of the present 
study was to assess the effect of treatment with liraglutide for 26 weeks on ectopic fat deposition and HbA1c in South Asian patients with type 2 diabetes.</b> Methods: In a placebo‑controlled trial,","
",,
NCT02681094,hba1c and or MACE,y,orig,#8591,,KA,unclear,low,,,,,,,,low,,,low,,,high,,,low,,,low,,,,
NCT02682563,weight only,y,orig,Manual search,,KA,low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT02690883,hba1c and or MACE,y,updat,,,bmj-2022-074068,Definitely yes (low risk of bias),Probably no,Definitely no (high risk of bias),Definitely no (high risk of bias),Definitely no (high risk of bias),Definitely yes (low risk of bias),,,,,,,,,,,,,,,,,,,,
NCT02692716,hba1c and or MACE,y,orig,#1404,Husain 2019,"SA,LW",low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT02715258,hba1c and or MACE,y,orig,Manual search,,KA,low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT02730377,hba1c and or MACE,y,orig,#9365,Unger 2019,SA,low,low,,,,,,"An important element of the pragmatic trial design was to have patients obtain trial products directly from a local retail phar- macy, but this requires different methods of reimbursement in each participating country, to conform with local regulations.","
",low,"Patients were included in the trial based on HbA1c values between 7.5% and 9.0%, measured within 90 days prior to screening at a local laboratory and documented in the medical records; however, one quarter of the patients at randomi- zation had HbA1c values below 7.5% or above 9.0% as measured by the central laboratory.","
measurement unlikely to be influenced",low,"After randomization, the trial is open-label, with the exception of key trial staff from the sponsor, who are blinded until the end of the trial.","
",low,,,low,,,low,"The trial randomized 1997 patients with a mean (standard deviation) age of 56.9 (10.8) years, T2D duration of 7.2 (5.9) years (range, <1-47 years), and HbA1c of 8.2%. One-fifth of patients had a history of diabetes complications, and most were overweight (24.8%) or had obe- sity (65.3%).
The trial randomized 1997 patients with a mean (standard deviation) age of 56.9 (10.8) years, T2D duration of 7.2 (5.9) years (range, <1-47 years), and HbA1c of 8.2%. One-fifth of patients had a history of diabetes complications, and most were overweight (24.8%) or had obe- sity (65.3%).
The trial randomized 1997 patients with a mean (standard deviation) age of 56.9 (10.8) years, T2D duration of 7.2 (5.9) years (range, <1-47 years), and HbA1c of 8.2%. One-fifth of patients had a history of diabetes complications, and most were overweight (24.8%) or had obe- sity (65.3%).
Key secondary endpoints include time to premature treatment discontinuation for any reason and change from baseline to Week 104 in HbA1c, FPG, body weight, body mass index (BMI), and systolic and diastolic blood pressure (BP).
therapy, after up to 104 weeks of treatment. The primary endpoint is time to inadequate glycaemic control, defined as HbA1c greater than 7.0% at two scheduled consecutive visits after the first 26 weeks of treatment and up to 104 weeks.
clinic visits. 2.3 | Outcomes <b>The primary objective of this study is to compare glycaemic control 

with liraglutide vs that with OADs, both as add-on to metformin</b> therapy, after up to 104","





","After an initial screening period of up to 2 weeks, during which patients continued usual metformin treatment, patients were randomly assigned (1:1) to either liraglutide or a single OAD, both in addition to metformin, for a maximum of 104 weeks, followed by a 1-week follow-up period after the end of treatment","
"
NCT02738879,hba1c and or MACE,y,orig,#9341,Roussel 2019,LW,low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT02750410,hba1c and or MACE,y,orig,,,SA,Low,Low,,,,,,,,Low,,,Low,,,Low,,,Low,,,Low,,,,
NCT02751398,weight only,y,updat,,,bmj-2022-074068,Probably no,Probably no,Definitely yes (low risk of bias),Probably yes,Definitely yes (low risk of bias),Probably no,,,,,,,,,,,,,,,,,,,,
NCT02752412,hba1c and or MACE,y,orig,,,SA,Low,Low,,,,,,,,Low,,,Low,,,Low,,,Low,,,Low,,,,
NCT02752828,hba1c and or MACE,y,orig,,,SA,Low,Low,,,,,,,,Low,,,Low,,,Low,,,Low,,,Low,,,,
NCT02769481,hba1c and or MACE,y,orig,Manual search,,KA,low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT02791490,hba1c and or MACE,y,orig,#9356,Frias 2019,LW,low,low,,,,,,,,unclear,,,low,,,low,,,low,,,low,,,,
NCT02794792,hba1c and or MACE,y,orig,#1085,,KA,low,low,,,,,,,,low,,,low,,,high,,,low,,,low,,,,
NCT02798744,hba1c and or MACE,y,updat,,,bmj-2022-074068,Definitely yes (low risk of bias),Probably yes,Probably yes,Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),,,,,,,,,,,,,,,,,,,,
NCT02827708,hba1c and or MACE,y,orig,#8536,,SA,Low,Low,,,,,,,,Low,,,Low,,,Low,,,Low,,,Low,,,,
NCT02831361,hba1c and or MACE,y,orig,#9423,Cho 2019,LW,low,low,,,,,,"interac- tive web response system,","
",low,,,low,,,low,"A total of 290 patients were randomized in a 2:1 ratio to receive either gemigliptin or placebo, and 281 patients completed the study (Figure S1).","
",low,,,low,,,Randomization was stratified based on baseline HbA1c (<8.5%,"
"
NCT02836873,hba1c and or MACE,y,orig,#8520,,KA,low,low,,,,,,,,low,,,low,,,high,,,low,,,low,,,,
NCT02849080,hba1c and or MACE,y,orig,#8535,Pieber 2019,"KA,SA",low,low,,,,,,Randomisation was stratified according to background glucose-lowering medication at screening (with or without sulphonylureas) and using an interactive web- response system.,"
","unclear,low",,,"high,low","This randomised, open-label, active-controlled, multi- centre, phase 3a trial was undertaken at 81 sites","
",low,We estimated the trial product estimand using a mixed model for repeated measurements that used data collected before premature discontinuation of study drug or initiation of rescue medication from all participants,"
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,Randomisation was stratified according to background glucose-lowering medication at screening,"
"
NCT02851745,hba1c and or MACE,y,updat,,,PH,Low,Low,Low,Low,Unclear,Low,,,,,,,,,,,,,,,,,,,,
NCT02863328,hba1c and or MACE,y,orig,#9047,Rodbard 2019,"SA,KA",low,"low,high",,,,,,,open lapel,"low,high",,open lapel,"low,high",,open lapel,"low,high",More patients prematurely discontinued treatment because of adverse events with oral semaglutide versus empagliﬂozin mainly as a result of gastrointestinal symptoms associated with dose escalation.,"
","low,unclear",,,low,,,"Patients were randomized (1:1) to once-daily oral semaglutide 14 mg or empagliﬂozin 25 mg for 52 weeks using an interactive web response system with a further 5 weeks of follow-up
Patients were randomized (1:1) to once-daily oral semaglutide 14 mg or empagliﬂozin 25 mg for 52 weeks using an interactive web response system with a further 5 weeks of follow-up","

"
NCT02863419,hba1c and or MACE,y,orig,#1349,Pratley 2019,"KA,SA",low,low,,,,,,"Randomisation was done with an interactive web-response system that allocated dispensing unit numbers for each participant, and was stratified by glucose-lowering background medication (metformin alone or metformin with an SGLT2 inhibitor) and participants’ country of origin (Japanese or non- Japanese).","
",low,"oral semaglutide and subcutaneous liraglutide, <b>the active and 
corresponding placebo products were visually identical to 
maintain masking of participants and site staff.</b> Procedures Participants assigned to oral","
",low,"PIONEER 4 was a 52-week, randomised, double-blind, double-dummy, active-controlled, and placebo-controlled phase 3a trial undertaken at 100 trial sites in 12 countries","
",low,,,low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,"Participants were randomly assigned (2:2:1) to oral semaglutide, subcutaneous liraglutide, or placebo once- daily (appendix p 7) in addition to existing background glucose-lowering medication. Randomisation was done with an interactive web-response system that allocated dispensing unit numbers for each participant, and was stratified by glucose-lowering background medication (metformin alone or metformin with an SGLT2 inhibitor) and participants’ country of origin (Japanese or non- Japanese).","
"
NCT02875821,hba1c and or MACE,y,updat,,,bmj-2022-074068,Definitely yes (low risk of bias),Definitely no (high risk of bias),Definitely no (high risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),,,,,,,,,,,,,,,,,,,,
NCT02887677,hba1c and or MACE,y,updat,,,PH,Unclear,Unclear,Unclear,Unclear,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT02889510,hba1c and or MACE,y,updat,,,PH,Unclear,Unclear,Low,Low,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT02897349,hba1c and or MACE,y,orig,,,LW,low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT02906709,hba1c and or MACE,y,orig,,,LW,low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT02906930,hba1c and or MACE,y,orig,#8822,Aroda 2019,"KA,SA","unclear,low","unclear,low",,,,,,,,"unclear,low",,,"unclear,low",,,"unclear,low",,,"unclear,low",,,"unclear,low",,,,
NCT02911948,hba1c and or MACE,y,orig,#9492,Watada 2019,"SA,LW",low,low,,,,,,,,low,,,low,,,low,"No participants in the IDegLira group withdrew from treatment, compared with seven participants (6.7%) in the degludec group who withdrew. Subject disposition and reasons for withdrawal are given in Figure S1.","
",low,,,low,,,,
NCT02912455,hba1c and or MACE,y,updat,,,bmj-2022-074068,Probably no,Probably no,Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely no (high risk of bias),Probably yes,,,,,,,,,,,,,,,,,,,,
NCT02914691,hba1c and or MACE,y,updat,,,PH,Low,Low,Low,Low,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT02916706,hba1c and or MACE,y,orig,,,LW,low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT02920801,hba1c and or MACE,y,orig,#270,Li 2017,LW,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02924064,hba1c and or MACE,y,orig,,,LW,low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT02925559,hba1c and or MACE,y,orig,#9201,,KA,unclear,unclear,,,,,,,,low,,,high,,,high,,,low,,,low,,,,
NCT02926937,hba1c and or MACE,y,orig,Manual search,,KA,low,low,,,,,,,,low,,,low,,,high,,,low,,,low,,,,
NCT02926950,hba1c and or MACE,y,orig,Manual search,,KA,low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT02932436,hba1c and or MACE,y,updat,,,PH,Low,Low,Unclear,Low,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT02949193,hba1c and or MACE,y,orig,#142,Hong 2017,LW,low,unclear,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT02956811,hba1c and or MACE,y,orig,#380,Brown 2017,"KA,LW",unclear,"unclear,low",,,,,,,No mention of allocation concealment.,"unclear,low",,Unclear how blinded.,low,"The DAPA-LVH study (NCT02956811) was a single-centre, double- blind, placebo-controlled trial designed","
","high,low","The primary outcome comparison was based on intention-to-treat (ITT) analysis, i.e. all participants who had baseline measurements and took at least one dose of investigational medicinal product were analysed as part of the group to which they were randomized. Missing post-baseline val- ues was imputed using the baseline observation carried forward method.,Sixty-two participants completed the study (n = 29 in dapagliflozin group; n = 33 in placebo group). Four people withdrew from the study early; breast cancer (n = 1), unable to obtain holiday insurance as participating in a clinical trial (n = 1), hyponatraemia (n = 1) and claustrophobia thus unable to complete the final MRI.","
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,,No mention of method of randomization
NCT02963922,hba1c and or MACE,y,orig,,,SA,Low,Low,,,,,,,,Low,,,Low,,,Low,,,Low,,,Low,,,,
NCT02964247,hba1c and or MACE,y,orig,,,SA,Low,Low,,,,,,,,Low,,,Low,,,Low,,,Low,,,Low,,,,
NCT02964585,hba1c and or MACE,y,updat,,,PH,Low,Low,Unclear,Unclear,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT02973477,hba1c and or MACE,y,updat,,,PH,Unclear,Unclear,Unclear,Unclear,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT02974504,hba1c and or MACE,y,orig,,,LW,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02998970,hba1c and or MACE,y,updat,,,bmj-2022-074068,Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),,,,,,,,,,,,,,,,,,,,
NCT02999841,hba1c and or MACE,y,updat,,,PH,High,Unclear,Unclear,Unclear,Unclear,Unclear,,,,,,,,,,,,,,,,,,,,
NCT03007329,hba1c and or MACE,y,orig,Publication not available,,SA,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03015220,hba1c and or MACE,y,orig,,,SA,Low,Low,,,,,,,,High,"The trial was open label, with the exception that dose allocation",,High,"The trial was open label, with the exception that dose allocation",,Low,,,Low,,,Low,,,,
NCT03018028,hba1c and or MACE,y,orig,,,SA,Low,Low,,,,,,,,Low,,,Low,,,Low,,,Low,,,Low,,,,
NCT03021187,hba1c and or MACE,y,orig,#9048,,SA,Low,Low,,,,,,,,Low,,,Low,,,Low,,,Low,,,Low,,,,
NCT03061214,hba1c and or MACE,y,orig,,,SA,Low,Low,,,,,,,,Low,,,Low,,,Low,,,Low,,,Low,,,,
NCT03066830,hba1c and or MACE,y,orig,Manual search,,KA,low,low,,,,,,,,low,,,low,,,high,,,low,,,low,,,,
NCT03068065,hba1c and or MACE,y,orig,#1333,Feng 2019,"KA,SA",low,"unclear,low",,,,,,,,"high,low",,,"high,low","This was a single-center, open-label, prospective, randomized trial (protocol: clinicaltrials.gov: NCT03068065).","
","unclear,low",,,low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,"Using computer-generated random numbering, the partici- pants were randomly divided into three groups in 1:1:1 ratios to receive 24 weeks of treatment with metformin","
"
NCT03086330,hba1c and or MACE,y,orig,#9107,,SA,Low,Low,,,,,,,,Low,,,Low,,,Low,,,Low,,,Low,,,,
NCT03089333,weight only,y,orig,Manual search,,KA,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03115112,hba1c and or MACE,y,orig,#9099,Halvorsen 2019,"KA,SA",low,"low,unclear",,,,,,"Spain, and 8 in Japan. <b>They were 

assigned to treatment arms by a computer-generated random assign- 

ment based on an interactive web-response system, with allocation 

stratified by HbA1c (<8.5% or ≥8.5%) at screening.</b> The study was registered with","
","unclear,low",,"no blinding, but measurement unlikely to be influenced",low,"multicentre, randomized, double-blind, double-dummy, active-con- trolled, parallel-group design was chosen.,A multicentre, randomized, double-blind, double-dummy, active-con- trolled, parallel-group design was chosen.","
",low,"The primary effectiveness analysis was conducted on the intention- to-treat (ITT) population (384 subjects) with the inclusion of values obtained following administration of rescue medications. A per- protocol population (379 subjects) was used for sensitivity analysis. The mixed model repeated measures (MMRM) analysis included region, treatment, visit, treatment-by-visit interaction and baseline HbA1c value as fixed effect covariates.,Sensitivity analyses were performed for the secondary end- points using the same missing value imputation as for the primary analysis.","
",low,,,low,"The mean change from baseline to week 24 in HbA1c was −0.74 (95% CI −0.86%, −0.62%) in the bexagliflozin arm and −0.82% (95% CI −0.93%, −0.71%) in the sitagliptin arm, establishing non-inferiority. The changes from baseline FPG, body mass and SBP were −1.82 mmol L −1, −3.35 kg and −4.23 mmHg in the bexagliflozin arm and −1.45 mmol L −1, −0.81 kg and −1.90 mmHg in the sitagliptin arm, respec- tively. These differences were significant for the first two measures (one-sided P = 0.0123, P < 0.0001 and P = 0.0276, respectively.) Adverse events were experi- enced by 47.1% of subjects in the bexagliflozin arm and 56.0% of subjects taking sitagliptin. Serious adverse events affected 3.7% of subjects in the bexagliflozin arm and 2.1% of subjects in the sitagliptin arm.
The primary end- point was the non-inferiority of bexagliflozin to sitagliptin for change in HbA1c from baseline to week 24. Changes from baseline to week 24 in fasting plasma glucose (FPG), body mass (in subjects with baseline body mass index ≥25 kg m −2 ) and systolic blood pressure (SBP) were secondary endpoints.","protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,

","Spain, and 8 in Japan. <b>They were 

assigned to treatment arms by a computer-generated random assign- 

ment based on an interactive web-response</b> system, with allocation stratified by,Spain, and 8 in Japan. <b>They were 

assigned to treatment arms by a computer-generated random assign- 

ment based on an interactive web-response system, with allocation 

stratified by HbA1c (<8.5% or ≥8.5%) at screening.</b> The study was registered with","
"
NCT03125694,hba1c and or MACE,y,orig,#8408,,KA,low,low,,,,,,,,high,,,high,,,high,,,low,,,low,,,,
NCT03136484,hba1c and or MACE,y,orig,#9115,Lingvay 2019,"KA,SA",low,low,,,,,,"informed consent. Randomisation and masking <b>Eligible patients were randomly assigned (1:1) through 
an interactive web response system to receive 
semaglutide 1·0 mg once weekly or canagliflozin 
300 mg once daily (these doses were the final doses in 
SUSTAIN 8 after dose escalation). Randomisation 
was stratified according to participation in a body 
composition sub-study (results reported separately), 
and the allocation of trial products was accomplished by 
use of an interactive web response system. The 
interactive web response system was supplied by 
Perceptive eClinical Limited; they had no clinical 
involvement.</b> Patients and investigators remained masked","
",low,"Patients and investigators remained masked throughout the trial; unmasking occurred only when required for medical emergencies. To fulfil masking of the trial, a double-dummy design was implemented: all patients randomly assigned to semaglutide also received placebo tablets to mimic canagliflozin administration, while patients randomly assigned to canagliflozin also received placebo injections to mimic semaglutide administration.","
",low,"Methods Study design and participants <b>SUSTAIN 8 was a 52-week, phase 3b, randomised, double- 
blind, double-dummy, active-comparator, two-arm, 
parallel-group trial.</b> Patients were screened by investigators","
","high,low",Analysis populations included the full analysis popu- lation of all patients randomly assigned to treatment and the safety analysis population of all patients exposed to at least one dose of trial product.,"
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,"informed consent. Randomisation and masking <b>Eligible patients were randomly assigned (1:1) through 
an interactive web response system to receive 
semaglutide 1·0 mg once weekly or canagliflozin 
300 mg once daily (these doses were the final doses in 
SUSTAIN 8 after dose escalation). Randomisation 
was stratified according to participation in a body 
composition sub-study (results reported separately), 
and the allocation of trial products was accomplished by 
use of an interactive web response system. The 
interactive web response system was supplied by 
Perceptive eClinical Limited; they had no clinical</b> involvement. Patients and investigators remained","
"
NCT03151343,hba1c and or MACE,y,updat,,,PH,Low,Low,Low,Low,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT03159052,hba1c and or MACE,y,updat,,,bmj-2022-074068,Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Probably yes,,,,,,,,,,,,,,,,,,,,
NCT03172494,hba1c and or MACE,y,orig,Publication not available,,SA,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03175120,hba1c and or MACE,y,orig,,,SA,Low,Low,,,,,,,,Low,,,Low,,,Low,,,Low,,,Low,,,,
NCT03191396,hba1c and or MACE,y,orig,#9060,Capehorn 2019,"KA,SA",low,low,,,,,,"Subjects with T2D inadequately controlled on 1–3 oral antidiabetic drug(s) (OADs) were randomized 1:1 to treatment with either s.c. OW semaglutide 1.0 mg or s.c. OD liraglutide 1.2 mg (both supplied by Novo Nordisk A/S, Bagsværd, Denmark). Subjects were stratiﬁed based on background medication of SU and SGLT2-i (SU Æ MET; SGLT- 2i Æ MET; SU and SGLT-2i Æ MET; MET monotherapy).","
","high,low",,,"high,low","SUSTAIN 10 was a 30-week, randomized, multicentre, multi- national, active-controlled, parallel-group, open-label, two-armed phase 3b trial conducted in 11 European countries","
","high,low","Efﬁcacy endpoints were evaluated based on the full analysis set (FAS, which included all randomized subjects)","
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,"Subjects with T2D inadequately controlled on 1–3 oral antidiabetic drug(s) (OADs) were randomized 1:1 to treatment with either s.c. OW semaglutide 1.0 mg or s.c. OD liraglutide 1.2 mg (both supplied by Novo Nordisk A/S, Bagsværd, Denmark). Subjects were stratiﬁed based on background medication of SU and SGLT2-i","
"
NCT03202563,hba1c and or MACE,y,orig,#9439,,KA,low,low,,,,,,,,low,,,high,,,high,,,low,,,low,,,,
NCT03231709,hba1c and or MACE,y,updat,,,PH,Low,Low,Low,Low,Low,Unclear,,,,,,,,,,,,,,,,,,,,
NCT03242018,hba1c and or MACE,y,orig,Manual search,,KA,low,low,,,,,,,,low,,,low,,,high,,,low,,,low,,,,
NCT03242252,hba1c and or MACE,y,orig,Manual search,,KA,low,low,,,,,,,,low,,,low,,,high,,,low,,,low,,,,
NCT03259789,hba1c and or MACE,y,orig,Manual search,,KA,low,low,,,,,,,,low,,,low,,,high,,,low,,,low,,,,
NCT03315143,hba1c and or MACE,y,updat,,,bmj-2022-074068,Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),,,,,,,,,,,,,,,,,,,,
NCT03332771,hba1c and or MACE,y,orig,Manual search,,KA,low,low,,,,,,,,low,,,low,,,high,,,low,,,low,,,,
NCT03338855,hba1c and or MACE,y,updat,,,KA,Low,Low,Low,Low,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT03351478,hba1c and or MACE,y,orig,Manual search,,KA,low,low,,,,,,,,low,,,low,,,high,,,low,,,low,,,,
NCT03353350,hba1c and or MACE,y,updat,,,bmj-2022-074068,Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Probably no,Definitely yes (low risk of bias),Definitely yes (low risk of bias),,,,,,,,,,,,,,,,,,,,
NCT03361098,hba1c and or MACE,y,updat,,,KA,Low,Low,Low,Low,High,Unclear,,,,,,,,,,,,,,,,,,,,
NCT03387683,hba1c and or MACE,y,updat,,,KA,Low,Low,Low,Low,Low,Unclear,,,,,,,,,,,,,,,,,,,,
NCT03449654,hba1c and or MACE,y,updat,,,bmj-2022-074068,Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Probably no,,,,,,,,,,,,,,,,,,,,
NCT03458715,hba1c and or MACE,y,updat,,,bmj-2022-074068,Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely no (high risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Probably yes,,,,,,,,,,,,,,,,,,,,
NCT03495102,hba1c and or MACE,y,orig,,,SA,Low,Low,,,,,,,,Low,,,Low,,,Low,,,Low,,,Low,,,,
NCT03496298,hba1c and or MACE,y,updat,,,bmj-2022-074068,Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),,,,,,,,,,,,,,,,,,,,
NCT03521934,hba1c and or MACE,y,updat,,,bmj-2022-074068,Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Probably no,,,,,,,,,,,,,,,,,,,,
NCT03552757,hba1c and or MACE,y,orig,,,SA,Low,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03590626,hba1c and or MACE,y,updat,,,bmj-2022-074068,Definitely yes (low risk of bias),Probably yes,Probably no,Probably no,Definitely yes (low risk of bias),Definitely yes (low risk of bias),,,,,,,,,,,,,,,,,,,,
NCT03689374,hba1c and or MACE,y,updat,,,bmj-2022-074068,Probably yes,Probably yes,Definitely no (high risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),,,,,,,,,,,,,,,,,,,,
NCT03730662,hba1c and or MACE,y,updat,,,bmj-2022-074068,Definitely yes (low risk of bias),Definitely yes (low risk of bias),Probably yes,Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),,,,,,,,,,,,,,,,,,,,
NCT03794336,hba1c and or MACE,y,updat,,,KA,Unclear,Unclear,High,High,Unclear,Low,,,,,,,,,,,,,,,,,,,,
NCT03798054,hba1c and or MACE,y,updat,,,KA,Unclear,Unclear,High,High,Unclear,Unclear,,,,,,,,,,,,,,,,,,,,
NCT03824002,hba1c and or MACE,y,updat,,,bmj-2022-074068,Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Probably no,Definitely yes (low risk of bias),Definitely yes (low risk of bias),,,,,,,,,,,,,,,,,,,,
NCT03861052,hba1c and or MACE,y,updat,,,bmj-2022-074068,Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Probably no,Definitely yes (low risk of bias),Definitely yes (low risk of bias),,,,,,,,,,,,,,,,,,,,
NCT03882970,hba1c and or MACE,y,updat,,,bmj-2022-074068,Definitely yes (low risk of bias),Definitely yes (low risk of bias),Probably yes,Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),,,,,,,,,,,,,,,,,,,,
NCT03954834,hba1c and or MACE,y,updat,,,bmj-2022-074068,Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Probably no,Definitely yes (low risk of bias),Definitely yes (low risk of bias),,,,,,,,,,,,,,,,,,,,
NCT03961659,hba1c and or MACE,y,updat,,,KA,Low,Low,High,High,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT03987919,hba1c and or MACE,y,updat,,,bmj-2022-074068,Probably no,Probably yes,Probably no,Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),,,,,,,,,,,,,,,,,,,,
NCT03989232,hba1c and or MACE,y,updat,,,KA,Low,Low,Low,Low,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT04013581,hba1c and or MACE,y,updat,,,bmj-2022-074068,Probably no,Definitely no (high risk of bias),Definitely no (high risk of bias),Probably yes,Probably yes,Definitely yes (low risk of bias),,,,,,,,,,,,,,,,,,,,
NCT04039503,hba1c and or MACE,y,updat,,,bmj-2022-074068,Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Probably yes,Definitely yes (low risk of bias),Probably no,,,,,,,,,,,,,,,,,,,,
NCT04093752,hba1c and or MACE,y,updat,,,KA,Unclear,Unclear,High,High,Unclear,Low,,,,,,,,,,,,,,,,,,,,
NCT04120623,hba1c and or MACE,y,updat,,,SA,Low,Low,Low,Low,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT04183868,hba1c and or MACE,y,updat,,,SA,Low,Low,High,Low,Low,Unclear,,,,,,,,,,,,,,,,,,,,
