trials,outcome,nct_id,nct_id2,models,row,col,r,outcome_method
39,hba1c,NCT01648582,NCT01648582,rcs,sex,age10'' * arm_f=_2_Dulaglutide 1.5,0.055,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10 * arm_f=_2_Dulaglutide 0.75,age10'' * arm_f=_2_Dulaglutide 1.5,0.435,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10' * arm_f=_2_Dulaglutide 0.75,age10'' * arm_f=_2_Dulaglutide 1.5,-0.536,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10'' * arm_f=_2_Dulaglutide 0.75,age10'' * arm_f=_2_Dulaglutide 1.5,0.545,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10''' * arm_f=_2_Dulaglutide 0.75,age10'' * arm_f=_2_Dulaglutide 1.5,-0.516,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10 * arm_f=_2_Dulaglutide 1.5,age10'' * arm_f=_2_Dulaglutide 1.5,0.691,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10' * arm_f=_2_Dulaglutide 1.5,age10'' * arm_f=_2_Dulaglutide 1.5,-0.947,locf
39,hba1c,NCT01648582,NCT01648582,rcs,Intercept,age10''' * arm_f=_2_Dulaglutide 1.5,-0.366,locf
39,hba1c,NCT01648582,NCT01648582,rcs,value_1,age10''' * arm_f=_2_Dulaglutide 1.5,-0.01,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10,age10''' * arm_f=_2_Dulaglutide 1.5,0.404,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10',age10''' * arm_f=_2_Dulaglutide 1.5,-0.599,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10'',age10''' * arm_f=_2_Dulaglutide 1.5,0.689,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10''',age10''' * arm_f=_2_Dulaglutide 1.5,-0.713,locf
39,hba1c,NCT01648582,NCT01648582,rcs,arm_f=_2_Dulaglutide 0.75,age10''' * arm_f=_2_Dulaglutide 1.5,0.307,locf
39,hba1c,NCT01648582,NCT01648582,rcs,arm_f=_2_Dulaglutide 1.5,age10''' * arm_f=_2_Dulaglutide 1.5,0.483,locf
39,hba1c,NCT01648582,NCT01648582,rcs,sex,age10''' * arm_f=_2_Dulaglutide 1.5,-0.036,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10 * arm_f=_2_Dulaglutide 0.75,age10''' * arm_f=_2_Dulaglutide 1.5,-0.331,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10' * arm_f=_2_Dulaglutide 0.75,age10''' * arm_f=_2_Dulaglutide 1.5,0.462,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10'' * arm_f=_2_Dulaglutide 0.75,age10''' * arm_f=_2_Dulaglutide 1.5,-0.512,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10''' * arm_f=_2_Dulaglutide 0.75,age10''' * arm_f=_2_Dulaglutide 1.5,0.52,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10 * arm_f=_2_Dulaglutide 1.5,age10''' * arm_f=_2_Dulaglutide 1.5,-0.536,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10' * arm_f=_2_Dulaglutide 1.5,age10''' * arm_f=_2_Dulaglutide 1.5,0.838,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10'' * arm_f=_2_Dulaglutide 1.5,age10''' * arm_f=_2_Dulaglutide 1.5,-0.966,locf
39,hba1c,NCT01648582,NCT01648582,rcs,Intercept,arm_f=_2_Dulaglutide 0.75 * sex,-0.048,locf
39,hba1c,NCT01648582,NCT01648582,rcs,value_1,arm_f=_2_Dulaglutide 0.75 * sex,0.063,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10,arm_f=_2_Dulaglutide 0.75 * sex,0.077,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10',arm_f=_2_Dulaglutide 0.75 * sex,-0.07,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10'',arm_f=_2_Dulaglutide 0.75 * sex,0.05,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10''',arm_f=_2_Dulaglutide 0.75 * sex,-0.033,locf
39,hba1c,NCT01648582,NCT01648582,rcs,arm_f=_2_Dulaglutide 0.75,arm_f=_2_Dulaglutide 0.75 * sex,-0.032,locf
39,hba1c,NCT01648582,NCT01648582,rcs,arm_f=_2_Dulaglutide 1.5,arm_f=_2_Dulaglutide 0.75 * sex,0.03,locf
39,hba1c,NCT01648582,NCT01648582,rcs,sex,arm_f=_2_Dulaglutide 0.75 * sex,-0.707,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10 * arm_f=_2_Dulaglutide 0.75,arm_f=_2_Dulaglutide 0.75 * sex,-0.035,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10' * arm_f=_2_Dulaglutide 0.75,arm_f=_2_Dulaglutide 0.75 * sex,0.043,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10'' * arm_f=_2_Dulaglutide 0.75,arm_f=_2_Dulaglutide 0.75 * sex,-0.032,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10''' * arm_f=_2_Dulaglutide 0.75,arm_f=_2_Dulaglutide 0.75 * sex,0.022,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10 * arm_f=_2_Dulaglutide 1.5,arm_f=_2_Dulaglutide 0.75 * sex,-0.064,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10' * arm_f=_2_Dulaglutide 1.5,arm_f=_2_Dulaglutide 0.75 * sex,0.054,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10'' * arm_f=_2_Dulaglutide 1.5,arm_f=_2_Dulaglutide 0.75 * sex,-0.038,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10''' * arm_f=_2_Dulaglutide 1.5,arm_f=_2_Dulaglutide 0.75 * sex,0.025,locf
39,hba1c,NCT01648582,NCT01648582,rcs,Intercept,arm_f=_2_Dulaglutide 1.5 * sex,-0.034,locf
39,hba1c,NCT01648582,NCT01648582,rcs,value_1,arm_f=_2_Dulaglutide 1.5 * sex,-0.01,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10,arm_f=_2_Dulaglutide 1.5 * sex,0.079,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10',arm_f=_2_Dulaglutide 1.5 * sex,-0.074,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10'',arm_f=_2_Dulaglutide 1.5 * sex,0.054,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10''',arm_f=_2_Dulaglutide 1.5 * sex,-0.036,locf
39,hba1c,NCT01648582,NCT01648582,rcs,arm_f=_2_Dulaglutide 0.75,arm_f=_2_Dulaglutide 1.5 * sex,0.031,locf
39,hba1c,NCT01648582,NCT01648582,rcs,arm_f=_2_Dulaglutide 1.5,arm_f=_2_Dulaglutide 1.5 * sex,-0.005,locf
39,hba1c,NCT01648582,NCT01648582,rcs,sex,arm_f=_2_Dulaglutide 1.5 * sex,-0.71,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10 * arm_f=_2_Dulaglutide 0.75,arm_f=_2_Dulaglutide 1.5 * sex,-0.065,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10' * arm_f=_2_Dulaglutide 0.75,arm_f=_2_Dulaglutide 1.5 * sex,0.057,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10'' * arm_f=_2_Dulaglutide 0.75,arm_f=_2_Dulaglutide 1.5 * sex,-0.04,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10''' * arm_f=_2_Dulaglutide 0.75,arm_f=_2_Dulaglutide 1.5 * sex,0.026,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10 * arm_f=_2_Dulaglutide 1.5,arm_f=_2_Dulaglutide 1.5 * sex,-0.06,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10' * arm_f=_2_Dulaglutide 1.5,arm_f=_2_Dulaglutide 1.5 * sex,0.059,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10'' * arm_f=_2_Dulaglutide 1.5,arm_f=_2_Dulaglutide 1.5 * sex,-0.044,locf
39,hba1c,NCT01648582,NCT01648582,rcs,age10''' * arm_f=_2_Dulaglutide 1.5,arm_f=_2_Dulaglutide 1.5 * sex,0.033,locf
39,hba1c,NCT01648582,NCT01648582,rcs,arm_f=_2_Dulaglutide 0.75 * sex,arm_f=_2_Dulaglutide 1.5 * sex,0.501,locf
39,hba1c,NCT01558271,NCT01558271,rcs,Intercept,value_1,-0.172,locf
39,hba1c,NCT01558271,NCT01558271,rcs,Intercept,age10,-0.99,locf
39,hba1c,NCT01558271,NCT01558271,rcs,value_1,age10,0.063,locf
39,hba1c,NCT01558271,NCT01558271,rcs,Intercept,age10',0.899,locf
39,hba1c,NCT01558271,NCT01558271,rcs,value_1,age10',-0.052,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10,age10',-0.93,locf
39,hba1c,NCT01558271,NCT01558271,rcs,Intercept,age10'',-0.791,locf
39,hba1c,NCT01558271,NCT01558271,rcs,value_1,age10'',0.041,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10,age10'',0.828,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10',age10'',-0.97,locf
39,hba1c,NCT01558271,NCT01558271,rcs,Intercept,age10''',0.632,locf
39,hba1c,NCT01558271,NCT01558271,rcs,value_1,age10''',-0.025,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10,age10''',-0.672,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10',age10''',0.865,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10'',age10''',-0.959,locf
39,hba1c,NCT01558271,NCT01558271,rcs,Intercept,arm_f=_2_Dulaglutide 0.75mg,-0.947,locf
39,hba1c,NCT01558271,NCT01558271,rcs,value_1,arm_f=_2_Dulaglutide 0.75mg,0.07,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10,arm_f=_2_Dulaglutide 0.75mg,0.948,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10',arm_f=_2_Dulaglutide 0.75mg,-0.861,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10'',arm_f=_2_Dulaglutide 0.75mg,0.758,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10''',arm_f=_2_Dulaglutide 0.75mg,-0.606,locf
39,hba1c,NCT01558271,NCT01558271,rcs,Intercept,arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.867,locf
39,hba1c,NCT01558271,NCT01558271,rcs,value_1,arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.099,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10,arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.864,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10',arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.785,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10'',arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.69,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10''',arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.552,locf
39,hba1c,NCT01558271,NCT01558271,rcs,arm_f=_2_Dulaglutide 0.75mg,arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.826,locf
39,hba1c,NCT01558271,NCT01558271,rcs,Intercept,sex,-0.025,locf
39,hba1c,NCT01558271,NCT01558271,rcs,value_1,sex,0.022,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10,sex,-0.039,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10',sex,0.105,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10'',sex,-0.144,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10''',sex,0.178,locf
39,hba1c,NCT01558271,NCT01558271,rcs,arm_f=_2_Dulaglutide 0.75mg,sex,0.022,locf
39,hba1c,NCT01558271,NCT01558271,rcs,arm_f=_2_Liraglutide 0.3/0.6/0.9mg,sex,0.021,locf
39,hba1c,NCT01558271,NCT01558271,rcs,Intercept,age10 * arm_f=_2_Dulaglutide 0.75mg,0.94,locf
39,hba1c,NCT01558271,NCT01558271,rcs,value_1,age10 * arm_f=_2_Dulaglutide 0.75mg,-0.064,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10,age10 * arm_f=_2_Dulaglutide 0.75mg,-0.949,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10',age10 * arm_f=_2_Dulaglutide 0.75mg,0.883,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10'',age10 * arm_f=_2_Dulaglutide 0.75mg,-0.786,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10''',age10 * arm_f=_2_Dulaglutide 0.75mg,0.638,locf
39,hba1c,NCT01558271,NCT01558271,rcs,arm_f=_2_Dulaglutide 0.75mg,age10 * arm_f=_2_Dulaglutide 0.75mg,-0.996,locf
39,hba1c,NCT01558271,NCT01558271,rcs,arm_f=_2_Liraglutide 0.3/0.6/0.9mg,age10 * arm_f=_2_Dulaglutide 0.75mg,-0.82,locf
39,hba1c,NCT01558271,NCT01558271,rcs,sex,age10 * arm_f=_2_Dulaglutide 0.75mg,0.037,locf
39,hba1c,NCT01558271,NCT01558271,rcs,Intercept,age10' * arm_f=_2_Dulaglutide 0.75mg,-0.838,locf
39,hba1c,NCT01558271,NCT01558271,rcs,value_1,age10' * arm_f=_2_Dulaglutide 0.75mg,0.049,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10,age10' * arm_f=_2_Dulaglutide 0.75mg,0.867,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10',age10' * arm_f=_2_Dulaglutide 0.75mg,-0.932,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10'',age10' * arm_f=_2_Dulaglutide 0.75mg,0.904,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10''',age10' * arm_f=_2_Dulaglutide 0.75mg,-0.806,locf
39,hba1c,NCT01558271,NCT01558271,rcs,arm_f=_2_Dulaglutide 0.75mg,age10' * arm_f=_2_Dulaglutide 0.75mg,0.898,locf
39,hba1c,NCT01558271,NCT01558271,rcs,arm_f=_2_Liraglutide 0.3/0.6/0.9mg,age10' * arm_f=_2_Dulaglutide 0.75mg,0.732,locf
39,hba1c,NCT01558271,NCT01558271,rcs,sex,age10' * arm_f=_2_Dulaglutide 0.75mg,-0.098,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10 * arm_f=_2_Dulaglutide 0.75mg,age10' * arm_f=_2_Dulaglutide 0.75mg,-0.924,locf
39,hba1c,NCT01558271,NCT01558271,rcs,Intercept,age10'' * arm_f=_2_Dulaglutide 0.75mg,0.73,locf
39,hba1c,NCT01558271,NCT01558271,rcs,value_1,age10'' * arm_f=_2_Dulaglutide 0.75mg,-0.039,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10,age10'' * arm_f=_2_Dulaglutide 0.75mg,-0.765,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10',age10'' * arm_f=_2_Dulaglutide 0.75mg,0.895,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10'',age10'' * arm_f=_2_Dulaglutide 0.75mg,-0.923,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10''',age10'' * arm_f=_2_Dulaglutide 0.75mg,0.885,locf
39,hba1c,NCT01558271,NCT01558271,rcs,arm_f=_2_Dulaglutide 0.75mg,age10'' * arm_f=_2_Dulaglutide 0.75mg,-0.786,locf
39,hba1c,NCT01558271,NCT01558271,rcs,arm_f=_2_Liraglutide 0.3/0.6/0.9mg,age10'' * arm_f=_2_Dulaglutide 0.75mg,-0.637,locf
39,hba1c,NCT01558271,NCT01558271,rcs,sex,age10'' * arm_f=_2_Dulaglutide 0.75mg,0.133,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10 * arm_f=_2_Dulaglutide 0.75mg,age10'' * arm_f=_2_Dulaglutide 0.75mg,0.818,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10' * arm_f=_2_Dulaglutide 0.75mg,age10'' * arm_f=_2_Dulaglutide 0.75mg,-0.969,locf
39,hba1c,NCT01558271,NCT01558271,rcs,Intercept,age10''' * arm_f=_2_Dulaglutide 0.75mg,-0.579,locf
39,hba1c,NCT01558271,NCT01558271,rcs,value_1,age10''' * arm_f=_2_Dulaglutide 0.75mg,0.024,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10,age10''' * arm_f=_2_Dulaglutide 0.75mg,0.615,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10',age10''' * arm_f=_2_Dulaglutide 0.75mg,-0.792,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10'',age10''' * arm_f=_2_Dulaglutide 0.75mg,0.878,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10''',age10''' * arm_f=_2_Dulaglutide 0.75mg,-0.915,locf
39,hba1c,NCT01558271,NCT01558271,rcs,arm_f=_2_Dulaglutide 0.75mg,age10''' * arm_f=_2_Dulaglutide 0.75mg,0.625,locf
39,hba1c,NCT01558271,NCT01558271,rcs,arm_f=_2_Liraglutide 0.3/0.6/0.9mg,age10''' * arm_f=_2_Dulaglutide 0.75mg,0.506,locf
39,hba1c,NCT01558271,NCT01558271,rcs,sex,age10''' * arm_f=_2_Dulaglutide 0.75mg,-0.163,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10 * arm_f=_2_Dulaglutide 0.75mg,age10''' * arm_f=_2_Dulaglutide 0.75mg,-0.66,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10' * arm_f=_2_Dulaglutide 0.75mg,age10''' * arm_f=_2_Dulaglutide 0.75mg,0.863,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10'' * arm_f=_2_Dulaglutide 0.75mg,age10''' * arm_f=_2_Dulaglutide 0.75mg,-0.959,locf
39,hba1c,NCT01558271,NCT01558271,rcs,Intercept,age10 * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.86,locf
39,hba1c,NCT01558271,NCT01558271,rcs,value_1,age10 * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.098,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10,age10 * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.864,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10',age10 * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.803,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10'',age10 * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.715,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10''',age10 * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.58,locf
39,hba1c,NCT01558271,NCT01558271,rcs,arm_f=_2_Dulaglutide 0.75mg,age10 * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.819,locf
39,hba1c,NCT01558271,NCT01558271,rcs,arm_f=_2_Liraglutide 0.3/0.6/0.9mg,age10 * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.996,locf
39,hba1c,NCT01558271,NCT01558271,rcs,sex,age10 * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.033,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10 * arm_f=_2_Dulaglutide 0.75mg,age10 * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.82,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10' * arm_f=_2_Dulaglutide 0.75mg,age10 * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.749,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10'' * arm_f=_2_Dulaglutide 0.75mg,age10 * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.66,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10''' * arm_f=_2_Dulaglutide 0.75mg,age10 * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.531,locf
39,hba1c,NCT01558271,NCT01558271,rcs,Intercept,age10' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.766,locf
39,hba1c,NCT01558271,NCT01558271,rcs,value_1,age10' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.087,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10,age10' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.787,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10',age10' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.846,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10'',age10' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.82,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10''',age10' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.731,locf
39,hba1c,NCT01558271,NCT01558271,rcs,arm_f=_2_Dulaglutide 0.75mg,age10' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.73,locf
39,hba1c,NCT01558271,NCT01558271,rcs,arm_f=_2_Liraglutide 0.3/0.6/0.9mg,age10' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.904,locf
39,hba1c,NCT01558271,NCT01558271,rcs,sex,age10' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.087,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10 * arm_f=_2_Dulaglutide 0.75mg,age10' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.748,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10' * arm_f=_2_Dulaglutide 0.75mg,age10' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.788,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10'' * arm_f=_2_Dulaglutide 0.75mg,age10' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.757,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10''' * arm_f=_2_Dulaglutide 0.75mg,age10' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.669,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10 * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,age10' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.927,locf
39,hba1c,NCT01558271,NCT01558271,rcs,Intercept,age10'' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.672,locf
39,hba1c,NCT01558271,NCT01558271,rcs,value_1,age10'' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.068,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10,age10'' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.7,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10',age10'' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.818,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10'',age10'' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.844,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10''',age10'' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.809,locf
39,hba1c,NCT01558271,NCT01558271,rcs,arm_f=_2_Dulaglutide 0.75mg,age10'' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.641,locf
39,hba1c,NCT01558271,NCT01558271,rcs,arm_f=_2_Liraglutide 0.3/0.6/0.9mg,age10'' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.796,locf
39,hba1c,NCT01558271,NCT01558271,rcs,sex,age10'' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.121,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10 * arm_f=_2_Dulaglutide 0.75mg,age10'' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.664,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10' * arm_f=_2_Dulaglutide 0.75mg,age10'' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.763,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10'' * arm_f=_2_Dulaglutide 0.75mg,age10'' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.779,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10''' * arm_f=_2_Dulaglutide 0.75mg,age10'' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.74,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10 * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,age10'' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.825,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,age10'' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.97,locf
39,hba1c,NCT01558271,NCT01558271,rcs,Intercept,age10''' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.541,locf
39,hba1c,NCT01558271,NCT01558271,rcs,value_1,age10''' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.041,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10,age10''' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.573,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10',age10''' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.737,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10'',age10''' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.817,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10''',age10''' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.851,locf
39,hba1c,NCT01558271,NCT01558271,rcs,arm_f=_2_Dulaglutide 0.75mg,age10''' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.517,locf
39,hba1c,NCT01558271,NCT01558271,rcs,arm_f=_2_Liraglutide 0.3/0.6/0.9mg,age10''' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.64,locf
39,hba1c,NCT01558271,NCT01558271,rcs,sex,age10''' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.151,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10 * arm_f=_2_Dulaglutide 0.75mg,age10''' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.544,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10' * arm_f=_2_Dulaglutide 0.75mg,age10''' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.687,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10'' * arm_f=_2_Dulaglutide 0.75mg,age10''' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.754,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10''' * arm_f=_2_Dulaglutide 0.75mg,age10''' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.779,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10 * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,age10''' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.671,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,age10''' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,0.867,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10'' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,age10''' * arm_f=_2_Liraglutide 0.3/0.6/0.9mg,-0.96,locf
39,hba1c,NCT01558271,NCT01558271,rcs,Intercept,arm_f=_2_Dulaglutide 0.75mg * sex,0.027,locf
39,hba1c,NCT01558271,NCT01558271,rcs,value_1,arm_f=_2_Dulaglutide 0.75mg * sex,-0.044,locf
39,hba1c,NCT01558271,NCT01558271,rcs,age10,arm_f=_2_Dulaglutide 0.75mg * sex,0.033,locf
